1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
1388,Maine,ME,1,H8ME01161,,Ethan King,Strimling,"Strimling, Ethan King",,D,"5,833",10.53%,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Maine,ME,1,H8ME01153,,Mark W.,Lawrence,"Lawrence, Mark W.",,D,"2,726",4.92%,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Maine,ME,1,H8ME01187,,Stephen J.,Meister,"Meister, Stephen J.",,D,753,1.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Maine,ME,1,n/a,,,,,Party Votes:,D,"55,382",,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Maine,ME,1,H4ME01111,,Charles E.,Summers,"Summers, Charles E.",,R,"21,154",59.75%,,,"168,930",45.10%,,,,,,,,,,,,,,,,,,,,,,
1393,Maine,ME,1,H8ME01179,,C. Peter,Scontras,"Scontras, C. Peter",,R,"14,248",40.25%,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Maine,ME,1,n/a,,,,,Party Votes:,R,"35,402",,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Maine,ME,1,n/a,,,,,District Votes:,,"90,784",,,,"374,559",,,,,,,,,,,,,,,,,,,,,,,
1396,Maine,ME,2,H2ME02097,(I),Michael H.,Michaud,"Michaud, Michael H.",,D,"27,873",100.00%,,,"226,274",67.44%,,,,,,,,,,,,,,,,,,,,,,
1397,Maine,ME,2,n/a,,,,,Party Votes:,D,"27,873",,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Maine,ME,2,H8ME02128,,John N.,Frary,"Frary, John N.",,R,"17,741",100.00%,,,"109,268",32.56%,,,,,,,,,,,,,,,,,,,,,,
1399,Maine,ME,2,n/a,,,,,Party Votes:,R,"17,741",,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Maine,ME,2,n/a,,,,,District Votes:,,"45,614",,,,"335,542",,,,,,,,,,,,,,,,,,,,,,,
1401,Maine,ME,H,n/a,,,,,Total House Votes:,,"136,398",,,,"710,101",,,,,,,,,,,,,,,,,,,,,,,
1402,Maine,ME,S,S6ME00159,(I),Susan M.,Collins,"Collins, Susan M.",,R,"56,304",99.97%,,,"444,300",61.33%,,,,,,,,,,,,,,,,,,,,,,
1403,Maine,ME,S,S8ME00122,,Edward L.,Cohen,"Cohen, Edward L.",,W(R),19,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,Maine,ME,S,n/a,,,,,Party Votes:,R,"56,323",,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,Maine,ME,S,S8ME00080,,Thomas H.,Allen,"Allen, Thomas H.",,D,"69,932",85.57%,,,"279,510",38.58%,,,,,,,,,,,,,,,,,,,,,,
1406,Maine,ME,S,S8ME00106,,Thomas J.,Ledue,"Ledue, Thomas J.",,D,"11,795",14.43%,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Maine,ME,S,n/a,,,,,Party Votes:,D,"81,727",,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Maine,ME,S,n/a,,,Others,Others,,W,,,,,620,0.09%,,,,,,,,,,,,,,,,,,,,,,
1409,Maine,ME,S,n/a,,,,,Total Senate Votes:,,"138,050",,,,"724,430",,,,,,,,,,,,,,,,,,,,,,,
1410,Maryland,MD,1,H8MD01086,,"Frank M., Jr.",Kratovil,"Kratovil, Frank M., Jr.",,D,"28,566",40.17%,,,"177,065",49.12%,,,,,,,,,,,,,,,,,,,,,,
1411,Maryland,MD,1,H6MD01205,,Christopher Robert,Robinson,"Robinson, Christopher Robert",,D,"21,892",30.78%,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Maryland,MD,1,H8MD01136,,Steve,Harper,"Harper, Steve",,D,"11,904",16.74%,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,Maryland,MD,1,H8MD01144,,Joseph,Werner,"Werner, Joseph",,D,"8,753",12.31%,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Maryland,MD,1,n/a,,,,,Party Votes:,D,"71,115",,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Maryland,MD,1,H8MD01094,,Andy,Harris,"Harris, Andy",,R,"33,627",43.44%,,,"174,213",48.33%,,,,,,,,,,,,,,,,,,,,,,
1416,Maryland,MD,1,H8MD01037,(I),Wayne T.,Gilchrest,"Gilchrest, Wayne T.",,R,"25,624",33.10%,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Maryland,MD,1,H8MD01128,,E. J. ,Pipkin,"Pipkin, E. J. ",,R,"15,700",20.28%,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Maryland,MD,1,H8MD01102,,Joe,Arminio,"Arminio, Joe",,R,"1,277",1.65%,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Maryland,MD,1,H8MD01151,,Robert Joseph,Banks,"Banks, Robert Joseph",,R,"1,186",1.53%,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Maryland,MD,1,n/a,,,,,Party Votes:,R,"77,414",,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Maryland,MD,1,H8MD01169,,Richard James,Davis,"Davis, Richard James",,LBT,n/a,,,,"8,873",2.46%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1422,Maryland,MD,1,n/a,,,Scattered,Scattered,,W,,,,,329,0.09%,,,,,,,,,,,,,,,,,,,,,,
1423,Maryland,MD,1,n/a,,,,,District Votes:,,"148,529",,,,"360,480",,,,,,,,,,,,,,,,,,,,,,,
1424,Maryland,MD,2,H2MD02160,(I),C. A. Dutch,Ruppersberger,"Ruppersberger, C. A. Dutch",,D,"60,632",100.00%,,,"198,578",71.86%,,,,,,,,,,,,,,,,,,,,,,
1425,Maryland,MD,2,n/a,,,,,Party Votes:,D,"60,632",,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Maryland,MD,2,H8MD02084,,Richard Pryce,Matthews,"Matthews, Richard Pryce",,R,"15,451",100.00%,,,"68,561",24.81%,,,,,,,,,,,,,,,,,,,,,,
1427,Maryland,MD,2,n/a,,,,,Party Votes:,R,"15,451",,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Maryland,MD,2,H8MD02092,,Lorenzo,Gaztanaga,"Gaztanaga, Lorenzo",,LBT,n/a,,,,"8,786",3.18%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1429,Maryland,MD,2,n/a,,,Scattered,Scattered,,W,,,,,408,0.15%,,,,,,,,,,,,,,,,,,,,,,
1430,Maryland,MD,2,n/a,,,,,District Votes:,,"76,083",,,,"276,333",,,,,,,,,,,,,,,,,,,,,,,
1431,Maryland,MD,3,H6MD03292,(I),John P.,Sarbanes,"Sarbanes, John P.",,D,"86,598",89.08%,,,"203,711",69.66%,,,,,,,,,,,,,,,,,,,,,,
1432,Maryland,MD,3,H4MD03073,,John M.,Rea,"Rea, John M.",,D,"10,614",10.92%,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Maryland,MD,3,n/a,,,,,Party Votes:,D,"97,212",,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Maryland,MD,3,H8MD03082,,"Thomas E. Pinkston""""""homas E. """,Harris,"Harris, Thomas E. Pinkston""""""arris"," Th""",,R,"10,346",38.90%,,,"87,971",30.08%,,,,,,,,,,,,,,,,,,,,,
1435,Maryland,MD,3,H8MD03108,,John,Stafford,"Stafford, John",,R,"8,576",32.25%,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Maryland,MD,3,H8MD03090,,Christopher,Panasuk,"Panasuk, Christopher",,R,"3,953",14.86%,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Maryland,MD,3,H6MD03391,,Paul,Spause,"Spause, Paul",,R,"3,721",13.99%,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Maryland,MD,3,n/a,,,,,Party Votes:,R,"26,596",,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Maryland,MD,3,n/a,,,Scattered,Scattered,,W,,,,,766,0.26%,,,,,,,,,,,,,,,,,,,,,,
1440,Maryland,MD,3,n/a,,,,,District Votes:,,"123,808",,,,"292,448",,,,,,,,,,,,,,,,,,,,,,,
1441,Maryland,MD,4,H6MD04183,,Donna,Edwards,"Edwards, Donna #",,D,"78,008",58.86%,,,"258,704",85.83%,,,,,"# Donna Edwards was elected in a special election to fill the remainder of Albert Wynn‰Ûªs term and was sworn into office on June 17, 2008.",,,,,,,,,,,,,,,,,
1442,Maryland,MD,4,H2MD05361,(I),Albert R.,Wynn,"Wynn, Albert R.",,D,"48,885",36.88%,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Maryland,MD,4,H8MD04122,,George E.,Mitchell,"Mitchell, George E.",,D,"1,737",1.31%,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Maryland,MD,4,H8MD04130,,Jason,Jennings,"Jennings, Jason",,D,"1,429",1.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Maryland,MD,4,H8MD04148,,Michael,Babula,"Babula, Michael",,D,"1,429",1.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Maryland,MD,4,H4MD04071,,George E.,McDermott,"McDermott, George E.",,D,"1,046",0.79%,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Maryland,MD,4,n/a,,,,,Party Votes:,D,"132,534",,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Maryland,MD,4,H8MD04163,,Peter,James,"James, Peter",,R,"4,912",39.04%,,,"38,739",12.85%,,,,,,,,,,,,,,,,,,,,,,
1449,Maryland,MD,4,H6MD04191,,Michael Moshe,Starkman,"Starkman, Michael Moshe",,R,"3,200",25.43%,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Maryland,MD,4,H8MD04155,,Robert,Broadus,"Broadus, Robert",,R/W,"2,748",21.84%,,,48,0.02%,,,,,,,,,,,,,,,,,,,,,,
1451,Maryland,MD,4,H8MD04171,,Vincent,Martorano,"Martorano, Vincent",,R,"1,722",13.69%,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Maryland,MD,4,n/a,,,,,Party Votes:,R,"12,582",,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Maryland,MD,4,H8MD04189,,Thibeaux,Lincecum,"Lincecum, Thibeaux",,LBT,n/a,G,,,"3,384",1.12%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1454,Maryland,MD,4,n/a,,,Scattered,Scattered,,W,,,,,453,0.15%,,,,,,,,,,,,,,,,,,,,,,
1455,Maryland,MD,4,H8MD04205,,Steve,Schulin,"Schulin, Steve",,W,n/a,G,,,75,0.02%,,,,,,,,,,,,,,,,,,,,,,
1456,Maryland,MD,4,H8MD04197,,"Darryn O'Shea, Sr.",Jackson,"Jackson, Darryn O'Shea, Sr.",,W,n/a,G,,,28,0.01%,,,,,,,,,,,,,,,,,,,,,,
1457,Maryland,MD,4,n/a,,,,,District Votes:,,"145,116",,,,"301,431",,,,,,,,,,,,,,,,,,,,,,,
1458,Maryland,MD,5,H2MD05155,(I),Steny H.,Hoyer,"Hoyer, Steny H.",,D,"90,513",82.60%,,,"253,854",73.65%,,,,,,,,,,,,,,,,,,,,,,
1459,Maryland,MD,5,H8MD05079,,"James Patrick, Sr.",Cusick,"Cusick, James Patrick, Sr.",,D,"19,067",17.40%,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Maryland,MD,5,n/a,,,,,Party Votes:,D,"109,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Maryland,MD,5,H8MD05087,,Collins,Bailey,"Bailey, Collins",,R,"12,382",44.02%,,,"82,631",23.97%,,,,,,,,,,,,,,,,,,,,,,
1462,Maryland,MD,5,H8MD05103,,Mike,Hethmon,"Hethmon, Mike",,R,"8,126",28.89%,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Maryland,MD,5,H8MD05095,,Jesse James,Dann,"Dann, Jesse James",,R,"7,619",27.09%,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Maryland,MD,5,n/a,,,,,Party Votes:,R,"28,127",,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Maryland,MD,5,H8MD05111,,Darlene H.,Nicholas,"Nicholas, Darlene H.",,LBT,n/a,,,,"7,829",2.27%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1466,Maryland,MD,5,n/a,,,Scattered,Scattered,,W,,,,,377,0.11%,,,,,,,,,,,,,,,,,,,,,,
1467,Maryland,MD,5,n/a,,,,,District Votes:,,"137,707",,,,"344,691",,,,,,,,,,,,,,,,,,,,,,,
1468,Maryland,MD,6,H2MD06054,(I),Roscoe,Bartlett,"Bartlett, Roscoe",,R,"51,635",77.64%,,,"190,926",57.76%,,,,,,,,,,,,,,,,,,,,,,
1469,Maryland,MD,6,H6MD06147,,Joseph T.,Krysztoforski,"Krysztoforski, Joseph T.",,R,"5,686",8.55%,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Maryland,MD,6,H8MD06101,,Tom,Croft,"Croft, Tom",,R,"4,895",7.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Maryland,MD,6,H8MD06119,,John B.,Kimble,"Kimble, John B.",,R,"3,433",5.16%,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Maryland,MD,6,H8MD00021,,Frank K.,Nethken,"Nethken, Frank K.",,R,857,1.29%,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Maryland,MD,6,n/a,,,,,Party Votes:,R,"66,506",,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Maryland,MD,6,H8MD06069,,Jennifer P.,Dougherty,"Dougherty, Jennifer P.",,D,"25,967",44.18%,,,"128,207",38.79%,,,,,,,,,,,,,,,,,,,,,,
1475,Maryland,MD,6,H6MD06121,,Andrew,Duck,"Duck, Andrew",,D,"21,629",36.80%,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Maryland,MD,6,H8MD06077,,Robin L.,Deibert,"Deibert, Robin L.",,D,"5,800",9.87%,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Maryland,MD,6,H8MD06093,,Larry John,Smith,"Smith, Larry John",,D,"4,162",7.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Maryland,MD,6,H8MD06085,,Rick,Lank,"Lank, Rick",,D,"1,222",2.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Maryland,MD,6,n/a,,,,,Party Votes:,D,"58,780",,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Maryland,MD,6,H8MD06127,,"Gary W., Sr.",Hoover,"Hoover, Gary W., Sr.",,LBT,n/a,G,,,"11,060",3.35%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1481,Maryland,MD,6,n/a,,,Scattered,Scattered,,W,,,,,342,0.10%,,,,,,,,,,,,,,,,,,,,,,
1482,Maryland,MD,6,n/a,,,,,District Votes:,,"125,286",,,,"330,535",,,,,,,,,,,,,,,,,,,,,,,
1483,Maryland,MD,7,H6MD07160,(I),Elijah,Cummings,"Cummings, Elijah",,D,"98,027",93.05%,,,"227,379",79.50%,,,,,,,,,,,,,,,,,,,,,,
1484,Maryland,MD,7,H0MD07056,,Charles U.,Smith,"Smith, Charles U.",,D/W,"7,322",6.95%,,,8,0.00%,,,,,,,,,,,,,,,,,,,,,,
1485,Maryland,MD,7,n/a,,,,,Party Votes:,D,"105,349",,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Maryland,MD,7,H8MD07059,,Michael T.,Hargadon,"Hargadon, Michael T.",,R,"10,588",73.21%,,,"53,147",18.58%,,,,,,,,,,,,,,,,,,,,,,
1487,Maryland,MD,7,H8MD07042,,Ray,Bly,"Bly, Ray",,R/W,"3,875",26.79%,,,13,0.00%,,,,,,,,,,,,,,,,,,,,,,
1488,Maryland,MD,7,n/a,,,,,Party Votes:,R,"14,463",,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Maryland,MD,7,H8MD07067,,Ronald M.,Owens-Bey,"Owens-Bey, Ronald M.",,LBT,n/a,G,,,"5,214",1.82%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1490,Maryland,MD,7,n/a,,,Scattered,Scattered,,W,,,,,259,0.09%,,,,,,,,,,,,,,,,,,,,,,
1491,Maryland,MD,7,n/a,,,,,District Votes:,,"119,812",,,,"286,020",,,,,,,,,,,,,,,,,,,,,,,
1492,Maryland,MD,8,H2MD08126,(I),Chris,Van Hollen,"Van Hollen, Chris",,D,"104,108",87.82%,,,"229,740",75.07%,,,,,,,,,,,,,,,,,,,,,,
1493,Maryland,MD,8,H8MD08149,,Deborah A.,Vollmer,"Vollmer, Deborah A.",,D/W,"11,052",9.32%,,,188,0.06%,,,,,,,,,,,,,,,,,,,,,,
1494,Maryland,MD,8,H6MD08366,,Lih,Young,"Young, Lih",,D/W,"3,391",2.86%,,,28,0.01%,,,,,,,,,,,,,,,,,,,,,,
1495,Maryland,MD,8,n/a,,,,,Party Votes:,D,"118,551",,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Maryland,MD,8,H8MD08156,,Steve,Hudson,"Hudson, Steve",,R,"8,683",37.43%,,,"66,351",21.68%,,,,,,,,,,,,,,,,,,,,,,
1497,Maryland,MD,8,H8MD08180,,Bruce,Stern,"Stern, Bruce",,R,"5,763",24.84%,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Maryland,MD,8,H8MD08164,,Brian,Mezger,"Mezger, Brian",,R,"4,533",19.54%,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Maryland,MD,8,H8MD08172,,Jay,Roberts,"Roberts, Jay",,R,"2,843",12.26%,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Maryland,MD,8,H8MD00013,,Meyer F.,Marks,"Marks, Meyer F.",,R,"1,375",5.93%,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Maryland,MD,8,n/a,,,,,Party Votes:,R,"23,197",,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Maryland,MD,8,H8MD08198,,Gordon,Clark,"Clark, Gordon",,GRE,n/a,G,,,"6,828",2.23%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1503,Maryland,MD,8,H8MD08206,,Ian,Thomas,"Thomas, Ian",,LBT,n/a,G,,,"2,562",0.84%,,,,,"*  The Libertarian Party nominated by convention on March 1, 2008, and the Green Party nominated by convention on April 1, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
1504,Maryland,MD,8,n/a,,,Scattered,Scattered,,W,,,,,317,0.10%,,,,,,,,,,,,,,,,,,,,,,
1505,Maryland,MD,8,n/a,,,,,District Votes:,,"141,748",,,,"306,014",,,,,,,,,,,,,,,,,,,,,,,
1506,Maryland,MD,H,n/a,,,,,Total House Votes:,,"1,018,089",,,,"2,497,952",,,,,,,,,,,,,,,,,,,,,,,
1507,Massachusetts,MA,1,H2MA01020,(I),John W.,Olver,"Olver, John W.",,D,"33,513",79.20%,,,"215,696",72.85%,,,,,,,,,,,,,,,,,,,,,,
1508,Massachusetts,MA,1,H8MA01043,,Robert A.,Feuer,"Feuer, Robert A.",,D,"8,765",20.72%,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Massachusetts,MA,1,n/a,,,Scattered,Scattered,,W(D),34,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Massachusetts,MA,1,n/a,,,,,Party Votes:,D,"42,312",,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Massachusetts,MA,1,H8MA01035,,Nathan A.,Bech,"Bech, Nathan A.",,R,"3,659",98.87%,,,"80,067",27.04%,,,,,,,,,,,,,,,,,,,,,,
1512,Massachusetts,MA,1,n/a,,,Scattered,Scattered,,W(R),42,1.13%,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Massachusetts,MA,1,n/a,,,,,Party Votes:,R,"3,701",,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Massachusetts,MA,1,n/a,,,Scattered,Scattered,,W(GR),21,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Massachusetts,MA,1,n/a,,,,,Party Votes:,GR,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Massachusetts,MA,1,n/a,,,Scattered,Scattered,,W(WF),12,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Massachusetts,MA,1,n/a,,,,,Party Votes:,WF,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Massachusetts,MA,1,n/a,,,Scattered,Scattered,,W,,,,,336,0.11%,,,,,,,,,,,,,,,,,,,,,,
1519,Massachusetts,MA,1,n/a,,,,,District Votes:,,"46,046",,,,"296,099",,,,,,,,,,,,,,,,,,,,,,,
1520,Massachusetts,MA,2,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",,D,"30,017",98.81%,,,"234,369",98.47%,,,,,,,,,,,,,,,,,,,,,,
1521,Massachusetts,MA,2,n/a,,,Scattered,Scattered,,W(D),360,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Massachusetts,MA,2,n/a,,,,,Party Votes:,D,"30,377",,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Massachusetts,MA,2,n/a,,,Scattered,Scattered,,W(GR),4,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Massachusetts,MA,2,n/a,,,,,Party Votes:,GR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Massachusetts,MA,2,n/a,,,Scattered,Scattered,,W(R),390,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Massachusetts,MA,2,n/a,,,,,Party Votes:,R,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Massachusetts,MA,2,n/a,,,Scattered,Scattered,,W(WF),3,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Massachusetts,MA,2,n/a,,,,,Party Votes:,WF,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Massachusetts,MA,2,n/a,,,Scattered,Scattered,,W,,,,,"3,631",1.53%,,,,,,,,,,,,,,,,,,,,,,
1530,Massachusetts,MA,2,n/a,,,,,District Votes:,,"30,774",,,,"238,000",,,,,,,,,,,,,,,,,,,,,,,
1531,Massachusetts,MA,3,H4MA03022,(I),James P.,McGovern,"McGovern, James P.",,D,"37,041",99.24%,,,"227,619",98.49%,,,,,,,,,,,,,,,,,,,,,,
1532,Massachusetts,MA,3,n/a,,,Scattered,Scattered,,W(D),284,0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Massachusetts,MA,3,n/a,,,,,Party Votes:,D,"37,325",,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Massachusetts,MA,3,n/a,,,Scattered,Scattered,,W(GR),3,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Massachusetts,MA,3,n/a,,,,,Party Votes:,GR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Massachusetts,MA,3,n/a,,,Scattered,Scattered,,W(R),548,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Massachusetts,MA,3,n/a,,,,,Party Votes:,R,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Massachusetts,MA,3,n/a,,,Scattered,Scattered,,W(WF),3,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Massachusetts,MA,3,n/a,,,,,Party Votes:,WF,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Massachusetts,MA,3,n/a,,,Scattered,Scattered,,W,,,,,"3,488",1.51%,,,,,,,,,,,,,,,,,,,,,,
1541,Massachusetts,MA,3,n/a,,,,,District Votes:,,"37,879",,,,"231,107",,,,,,,,,,,,,,,,,,,,,,,
1542,Massachusetts,MA,4,H0MA04036,(I),Barney,Frank,"Frank, Barney",,D,"38,642",99.02%,,,"203,032",67.95%,,,,,,,,,,,,,,,,,,,,,,
1543,Massachusetts,MA,4,n/a,,,Scattered,Scattered,,W(D),381,0.98%,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Massachusetts,MA,4,n/a,,,,,Party Votes:,D,"39,023",,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Massachusetts,MA,4,H8MA04054,,Earl H.,Sholley,"Sholley, Earl H.",,R,"4,087",99.01%,,,"75,571",25.29%,,,,,,,,,,,,,,,,,,,,,,
1546,Massachusetts,MA,4,n/a,,,Scattered,Scattered,,W(R),41,0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Massachusetts,MA,4,n/a,,,,,Party Votes:,R,"4,128",,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Massachusetts,MA,4,n/a,,,Scattered,Scattered,,W(GR),9,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Massachusetts,MA,4,n/a,,,,,Party Votes:,GR,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Massachusetts,MA,4,n/a,,,Scattered,Scattered,,W(WF),1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Massachusetts,MA,4,n/a,,,,,Party Votes:,WF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Massachusetts,MA,4,H8MA04062,,Susan,Allen,"Allen, Susan",,I,n/a,G,,,"19,848",6.64%,,,,,,,,,,,,,,,,,,,,,,
1553,Massachusetts,MA,4,n/a,,,Scattered,Scattered,,W,,,,,337,0.11%,,,,,,,,,,,,,,,,,,,,,,
1554,Massachusetts,MA,4,n/a,,,,,District Votes:,,"43,161",,,,"298,788",,,,,,,,,,,,,,,,,,,,,,,
1555,Massachusetts,MA,5,H8MA05143,(I),Nicola S.,Tsongas,"Tsongas, Nicola S.",,D,"40,248",98.72%,,,"225,947",98.71%,,,,,,,,,,,,,,,,,,,,,,
1556,Massachusetts,MA,5,n/a,,,Scattered,Scattered,,W(D),521,1.28%,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Massachusetts,MA,5,n/a,,,,,Party Votes:,D,"40,769",,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Massachusetts,MA,5,n/a,,,Scattered,Scattered,,W(GR),6,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Massachusetts,MA,5,n/a,,,,,Party Votes:,GR,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Massachusetts,MA,5,n/a,,,Scattered,Scattered,,W(R),618,84.43%,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Massachusetts,MA,5,n/a,,"Theodore J., Jr.",Gaiero,"Gaiero, Theodore J., Jr.",,W(R),114,15.57%,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Massachusetts,MA,5,n/a,,,,,Party Votes:,R,732,,,,,,,,,,,,,,,,,,,,,,,,,,,
