#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
3077,South Carolina,SC,S,S4SC00109,,Thomas,Ravenel,"Ravenel, Thomas",,R,"73,167",24.83%,,,,,,,
3078,South Carolina,SC,S,S4SC00091,,Charlie,Condon,"Condon, Charlie",,R,"27,694",9.40%,,,,,,,
3079,South Carolina,SC,S,S4SC00117,,Mark,McBride,"McBride, Mark",,R,"6,479",2.20%,,,,,,,
3080,South Carolina,SC,S,S4SC00158,,Orly Benny,Davis,"Davis, Orly Benny",,R,"1,915",0.65%,,,,,,,
3081,South Carolina,SC,S,,,,,,Party Votes:,R,"294,669",,"261,124",,,,,,
3082,South Carolina,SC,S,S4SC00125,,Inez,Tenenbaum,"Tenenbaum, Inez",,D,"126,720",75.52%,,,"704,384",44.10%,,,
3083,South Carolina,SC,S,S4SC00182,,"Ben, Jr.",Frasier,"Frasier, Ben, Jr.",,D,"41,070",24.48%,,,,,,,
3084,South Carolina,SC,S,,,,,,Party Votes:,D,"167,790",,,,,,,,
3085,South Carolina,SC,S,S4SC00190,,Patrick,Tyndall,"Tyndall, Patrick",,CON,,,,,"13,464",0.84%,,,
3086,South Carolina,SC,S,S4SC00216,,Rebekah E.,Sutherland,"Sutherland, Rebekah E.",,LBT,,,,,"10,678",0.67%,,,
3087,South Carolina,SC,S,S4SC00224,,Tee,Ferguson,"Ferguson, Tee",,UC,,,,,"5,859",0.37%,,,
3088,South Carolina,SC,S,S4SC00208,,Efia,Nwangaza,"Nwangaza, Efia",,,,,,Combined Parties:,"4,383",0.27%,,,
3089,South Carolina,SC,S,S4SC00208,,Efia,Nwangaza,"Nwangaza, Efia",,GRN,,,,,"4,245",0.27%,,,
3090,South Carolina,SC,S,S4SC00208,,Efia,Nwangaza,"Nwangaza, Efia",,IDP,,,,,138,0.01%,,,
3091,South Carolina,SC,S,,,,Scattered,Scattered,,W,,,,,"1,286",0.08%,,,
3092,South Carolina,SC,S,,,,,,Senate Votes:,,"462,459",,"261,124",,"1,597,221",,,,
3093,South Carolina,SC,,,,,,,Total State Votes:,,"617,283",,"261,124",,"3,036,339",,,,15
3094,South Dakota,SD,0,H2SD00092,(I),Stephanie,Herseth,"Herseth, Stephanie",,D,Unopposed,,,,"207,837",53.36%,,,
3095,South Dakota,SD,0,H2SD01025,,Larry,Diedrich,"Diedrich, Larry",,R,Unopposed,,,,"178,823",45.91%,,,
3096,South Dakota,SD,0,H2SD00126,,Terry,Begay,"Begay, Terry",,LBT,,,,,"2,808",0.72%,,,
3097,South Dakota,SD,0,,,,,,District Votes:,,n/a,,,,"389,468",,,,
3098,South Dakota,SD,H,,,,,,House Votes:,,n/a,,,,"389,468",,,,
3099,South Dakota,SD,S,S2SD00068,,John,Thune,"Thune, John",,R,Unopposed,,,,"197,848",50.58%,,,
3100,South Dakota,SD,S,S6SD00028,(I),Tom,Daschle,"Daschle, Tom",,D,Unopposed,,,,"193,340",49.42%,,,
3101,South Dakota,SD,S,,,,,,Senate Votes:,,n/a,,,,"391,188",,,,
3102,South Dakota,SD,,,,,,,Total State Votes:,,n/a,,,,"780,656",,,,
3103,Tennessee,TN,1,H6TN01180,(I),"William L. Bill""""""illia""",Jenkins,"Jenkins, William L. Bill""""""enkin""",,R,"32,726",89.73%,,,"172,543",73.88%,,,
3104,Tennessee,TN,1,H4TN01060,,"David R., II",Smith,"Smith, David R., II",,R,"3,747",10.27%,,,,,,,
3105,Tennessee,TN,1,,,,,,Party Votes:,R,"36,473",,,,,,,,
3106,Tennessee,TN,1,H4TN01078,,Graham,Leonard,"Leonard, Graham",,D,"4,834",46.98%,,,"56,361",24.13%,,,
3107,Tennessee,TN,1,H4TN01086,,"William Malcolm, Jr.",Earp,"Earp, William Malcolm, Jr.",,D,"2,770",26.92%,,,,,,,
3108,Tennessee,TN,1,H4TN01052,,"Lewis, Jr.",Hopkins,"Hopkins, Lewis, Jr.",,D,"2,686",26.10%,,,,,,,
3109,Tennessee,TN,1,,,,,,Party Votes:,D,"10,290",,,,,,,,
3110,Tennessee,TN,1,H4TN01094,,Ralph J.,Ball,"Ball, Ralph J.",,I,,,,,"3,061",1.31%,,,
3111,Tennessee,TN,1,H4TN01110,,Michael,Peavler,"Peavler, Michael",,I,,,,,"1,595",0.68%,,,
3112,Tennessee,TN,1,,,,,,District Votes:,,"46,763",,,,"233,560",,,,
3113,Tennessee,TN,2,H8TN02069,(I),"John J., Jr.",Duncan,"Duncan, John J., Jr.",,R,"41,362",91.46%,,,"215,795",79.07%,,,
3114,Tennessee,TN,2,H4TN02043,,Debbie Jones,Howard,"Howard, Debbie Jones",,R,"3,861",8.54%,,,,,,,
3115,Tennessee,TN,2,,,,,,Party Votes:,R,"45,223",,,,,,,,
3116,Tennessee,TN,2,H2TN02047,,John,Greene,"Greene, John",,D,"6,169",51.61%,,,"52,155",19.11%,,,
3117,Tennessee,TN,2,H8TN02028,,Robert R. (Bob),Scott,"Scott, Robert R. (Bob)",,D,"5,783",48.39%,,,,,,,
3118,Tennessee,TN,2,,,,,,Party Votes:,D,"11,952",,,,,,,,
3119,Tennessee,TN,2,H4TN02050,,Charles E.,Howard,"Howard, Charles E.",,I,,,,,"4,978",1.82%,,,
3120,Tennessee,TN,2,,,,,,District Votes:,,"57,175",,,,"272,928",,,,
3121,Tennessee,TN,3,H2TN03052,(I),Zach,Wamp,"Wamp, Zach",,R,"30,183",90.05%,,,"166,154",64.74%,,,
3122,Tennessee,TN,3,H2TN03110,,Timothy A.,Sevier,"Sevier, Timothy A.",,R,"3,334",9.95%,,,,,,,
3123,Tennessee,TN,3,,,,,,Party Votes:,R,"33,517",,,,,,,,
3124,Tennessee,TN,3,H8TN03141,,John ,Wolfe,"Wolfe, John ",,D,"14,766",59.53%,,,"84,295",32.85%,,,
3125,Tennessee,TN,3,H4TN03140,,Betty F.,Williamson,"Williamson, Betty F.",,D,"10,037",40.47%,,,,,,,
3126,Tennessee,TN,3,,,,,,Party Votes:,D,"24,803",,,,,,,,
3127,Tennessee,TN,3,H4TN03157,,June,Griffin,"Griffin, June",,I,,,,,"3,018",1.18%,,,
3128,Tennessee,TN,3,H4TN03173,,Doug,Vandagriff,"Vandagriff, Doug",,I,,,,,"1,696",0.66%,,,
3129,Tennessee,TN,3,H4TN03165,,Jean,Howard-Hill,"Howard-Hill, Jean",,I,,,,,"1,473",0.57%,,,
3130,Tennessee,TN,3,,,,,,District Votes:,,"58,320",,,,"256,636",,,,
3131,Tennessee,TN,4,H4TN06051,(I),Lincoln,Davis,"Davis, Lincoln",,D,"36,462",91.39%,,,"138,459",54.80%,,,
3132,Tennessee,TN,4,H4TN04106,,Harvey,Howard,"Howard, Harvey",,D,"3,435",8.61%,,,,,,,
3133,Tennessee,TN,4,,,,,,Party Votes:,D,"39,897",,,,,,,,
3134,Tennessee,TN,4,H2TN04159,,Janice,Bowling,"Bowling, Janice",,R,"19,246",86.92%,,,"109,993",43.54%,,,
3135,Tennessee,TN,4,H4TN04098,,Dale,Harvey,"Harvey, Dale",,R,"2,431",10.98%,,,,,,,
3136,Tennessee,TN,4,H4TN04114,,Don,Cuva,"Cuva, Don",,R,465,2.10%,,,,,,,
3137,Tennessee,TN,4,,,,,,Party Votes:,R,"22,142",,,,,,,,
3138,Tennessee,TN,4,H4TN04122,,Ken,Martin,"Martin, Ken",,I,,,,,"4,194",1.66%,,,
3139,Tennessee,TN,4,,,,,,District Votes:,,"62,039",,,,"252,646",,,,
3140,Tennessee,TN,5,H2TN05131,(I),Jim,Cooper,"Cooper, Jim",,D,"22,396",100.00%,,,"168,970",69.26%,,,
3141,Tennessee,TN,5,,,,,,Party Votes:,D,"22,396",,,,,,,,
3142,Tennessee,TN,5,H4TN05079,,Scott,Knapp,"Knapp, Scott",,R,"8,110",100.00%,,,"74,978",30.73%,,,
3143,Tennessee,TN,5,,,,,,Party Votes:,R,"8,110",,,,,,,,
3144,Tennessee,TN,5,,,Thomas F.,Kovach,"Kovach, Thomas F.",,W,,,,,15,0.01%,,,
3145,Tennessee,TN,5,,,,,,District Votes:,,"30,506",,,,"243,963",,,,
3146,Tennessee,TN,6,H4TN04015,(I),Bart,Gordon,"Gordon, Bart",,D,"28,524",93.25%,,,"167,448",64.24%,,,
3147,Tennessee,TN,6,H4TN06135,,Robert C.,Hall,"Hall, Robert C.",,D,"2,066",6.75%,,,,,,,
3148,Tennessee,TN,6,,,,,,Party Votes:,D,"30,590",,,,,,,,
3149,Tennessee,TN,6,H4TN06127,,Nick,Demas,"Demas, Nick",,R,"7,657",51.52%,,,"87,523",33.58%,,,
3150,Tennessee,TN,6,H4TN06143,,Elizabeth,Hall,"Hall, Elizabeth",,R,"7,205",48.48%,,,,,,,
3151,Tennessee,TN,6,,,,,,Party Votes:,R,"14,862",,,,,,,,
3152,Tennessee,TN,6,H2TN04084,,J. Patrick,Lyons,"Lyons, J. Patrick",,I,,,,,"3,869",1.48%,,,
3153,Tennessee,TN,6,H4TN06150,,Norman R.,Saliba,"Saliba, Norman R.",,I,,,,,"1,802",0.69%,,,
3154,Tennessee,TN,6,,,,,,District Votes:,,"45,452",,,,"260,642",,,,
3155,Tennessee,TN,7,H2TN06030,(I),Marsha,Blackburn,"Blackburn, Marsha",,R,"24,233",100.00%,,,"232,404",100.00%,,,
3156,Tennessee,TN,7,,,,,,Party Votes:,R,"24,233",,,,,,,,
3157,Tennessee,TN,7,,,,,,District Votes:,,"24,233",,,,"232,404",,,,
3158,Tennessee,TN,8,H8TN08033,(I),John,Tanner,"Tanner, John",,D,"28,427",100.00%,,,"173,623",74.34%,,,
3159,Tennessee,TN,8,,,,,,Party Votes:,D,"28,427",,,,,,,,
3160,Tennessee,TN,8,H2TN08077,,James L.,Hart,"Hart, James L.",,R,"8,227",78.50%,,,"59,853",25.63%,,,
3161,Tennessee,TN,8,H4TN08040,,Dennis,Bertrand,"Bertrand, Dennis",,W(R)/W,"2,253",21.50%,,,91,0.04%,,,
3162,Tennessee,TN,8,,,,,,Party Votes:,R,"10,480",,,,,,,,
3163,Tennessee,TN,8,,,,,,District Votes:,,"38,907",,,,"233,567",,,,
3164,Tennessee,TN,9,H6TN09043,(I),"Harold, Jr.",Ford,"Ford, Harold, Jr.",,D,"33,708",100.00%,,,"190,648",82.04%,,,
3165,Tennessee,TN,9,,,,,,Party Votes:,D,"33,708",,,,,,,,
3166,Tennessee,TN,9,H4TN09055,,Ruben M.,Fort,"Fort, Ruben M.",,R,"12,532",100.00%,,,"41,578",17.89%,,,
3167,Tennessee,TN,9,,,,,,Party Votes:,R,"12,532",,,,,,,,
3168,Tennessee,TN,9,,,Jim,Maynard,"Maynard, Jim",,W,,,,,166,0.07%,,,
3169,Tennessee,TN,9,,,,,,District Votes:,,"46,240",,,,"232,392",,,,
3170,Tennessee,TN,H,,,,,,House Votes:,,"409,635",,,,"2,218,738",,,,
3171,Tennessee,TN,,,,,,,Total State Votes:,,"409,635",,,,"2,218,738",,,,
3172,Texas,TX,1,H4TX04039,,Louis,Gohmert,"Gohmert, Louis",,R,"19,421",41.73%,"16,841",57.17%,"157,068",61.47%,,,
3173,Texas,TX,1,H2TX04058,,John,Graves,"Graves, John",,R,"13,933",29.94%,"12,618",42.83%,,,,,
3174,Texas,TX,1,H4TX01068,,Wayne,Christian,"Christian, Wayne",,R,"6,854",14.73%,,,,,,,
3175,Texas,TX,1,H4TX01050,,Lyle,Thorstenson,"Thorstenson, Lyle",,R,"4,604",9.89%,,,,,,,
3176,Texas,TX,1,H4TX02074,,Emily,Mathews,"Mathews, Emily",,R,"1,266",2.72%,,,,,,,
3177,Texas,TX,1,H4TX01076,,Larry,Thorton,"Thorton, Larry",,R,457,0.98%,,,,,,,
3178,Texas,TX,1,,,,,,Party Votes:,R,"46,535",,"29,459",,,,,,
3179,Texas,TX,1,H6TX01662,(I),Max,Sandlin,"Sandlin, Max",,D,"26,400",100.00%,,,"96,281",37.68%,,,
3180,Texas,TX,1,,,,,,Party Votes:,D,"26,400",,,,,,,,
3181,Texas,TX,1,H2TX09115,,Dean L.,Tucker,"Tucker, Dean L.",,LBT,*,,,,"2,158",0.84%,,,
3182,Texas,TX,1,,,,,,District Votes:,,"72,935",,"29,459",,"255,507",,,,
3183,Texas,TX,2,H4TX02108,,Ted,Poe,"Poe, Ted",,R,"14,932",61.14%,,,"139,951",55.53%,,,
3184,Texas,TX,2,H4TX02090,,George,Fastuca,"Fastuca, George",,R,"3,668",15.02%,,,,,,,
3185,Texas,TX,2,H4TX02082,,Clint,Moore,"Moore, Clint",,R,"2,868",11.74%,,,,,,,
3186,Texas,TX,2,H4TX02116,,Mark,Henry,"Henry, Mark",,R,"2,423",9.92%,,,,,,,
3187,Texas,TX,2,H4TX02124,,John,Nickell,"Nickell, John",,R,285,1.17%,,,,,,,
3188,Texas,TX,2,H4TX02132,,Andrew J.,Bolton,"Bolton, Andrew J.",,R,246,1.01%,,,,,,,
3189,Texas,TX,2,,,,,,Party Votes:,R,"24,422",,,,,,,,
3190,Texas,TX,2,H6TX09033,(I),Nick,Lampson,"Lampson, Nick",,D,"27,284",100.00%,,,"108,156",42.91%,,,
3191,Texas,TX,2,,,,,,Party Votes:,D,"27,284",,,,,,,,
3192,Texas,TX,2,H4TX02140,,Sandra Leigh,Saulsbury,"Saulsbury, Sandra Leigh",,LBT,*,,,,"3,931",1.56%,,,
3193,Texas,TX,2,,,,,,District Votes:,,"51,706",,,,"252,038",,,,
3194,Texas,TX,3,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",,R,"12,429",84.06%,,,"180,099",85.62%,,,
3195,Texas,TX,3,H4TX03049,,Brian,Ruberts,"Rubarts, Brian",,R,"2,357",15.94%,,,,,,,
3196,Texas,TX,3,,,,,,Party Votes:,R,"14,786",,,,,,,,
3197,Texas,TX,3,H4TX03056,,Paul,Jenkins,"Jenkins, Paul",,I,,,,,"16,966",8.07%,,,
3198,Texas,TX,3,H4TX32014,,James,Vessels,"Vessels, James",,LBT,*,,,,"13,287",6.32%,,,
3199,Texas,TX,3,,,,,,District Votes:,,"14,786",,,,"210,352",,,,
3200,Texas,TX,4,H0TX04037,(I),Ralph,Hall,"Hall, Ralph",,R,"22,484",77.19%,,,"182,866",68.25%,,,
3201,Texas,TX,4,H4TX04054,,Mike,Murphy,"Murphy, Mike",,R,"3,524",12.10%,,,,,,,
3202,Texas,TX,4,H4TX04088,,Mike,Mosher,"Mosher, Mike",,R,"3,122",10.72%,,,,,,,
3203,Texas,TX,4,,,,,,Party Votes:,R,"29,130",,,,,,,,
3204,Texas,TX,4,H4TX04096,,Jim,Nickerson,"Nickerson, Jim",,D,"24,141",65.86%,,,"81,585",30.45%,,,
3205,Texas,TX,4,H4TX04104,,Jerry D.,"Ashford, Jr.","Ashford, Jerry D., Jr.",,D,"12,513",34.14%,,,,,,,
3206,Texas,TX,4,,,,,,Party Votes:,D,"36,654",,,,,,,,
3207,Texas,TX,4,H4TX04112,,Kevin D.,Anderson,"Anderson, Kevin D.",,LBT,*,,,,"3,491",1.30%,,,
3208,Texas,TX,4,,,,,,District Votes:,,"65,784",,,,"267,942",,,,
3209,Texas,TX,5,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,R,"18,756",100.00%,,,"148,816",64.47%,,,
3210,Texas,TX,5,,,,,,Party Votes:,R,"18,756",,,,,,,,
3211,Texas,TX,5,H0TX05067,,Bill,Bernstein,"Bernstein, Bill",,D,"14,012",100.00%,,,"75,911",32.88%,,,
3212,Texas,TX,5,,,,,,Party Votes:,D,"14,012",,,,,,,,
3213,Texas,TX,5,H4TX05044,,John,Gonzalez,"Gonzalez, John",,LBT,*,,,,"6,118",2.65%,,,
3214,Texas,TX,5,,,,,,District Votes:,,"32,768",,,,"230,845",,,,
3215,Texas,TX,6,H4TX06117,(I),Joe,Barton,"Barton, Joe",,R,"13,486",100.00%,,,"168,767",66.02%,,,
3216,Texas,TX,6,,,,,,Party Votes:,R,"13,486",,,,,,,,
3217,Texas,TX,6,H4TX06190,,Morris,Meyer,"Meyer, Morris",,D,"13,564",100.00%,,,"83,609",32.71%,,,
3218,Texas,TX,6,,,,,,Party Votes:,D,"13,564",,,,,,,,
3219,Texas,TX,6,H4TX26065,,Stephen,Schrader,"Schrader, Stephen",,LBT,*,,,,"3,251",1.27%,,,
3220,Texas,TX,6,,,,,,District Votes:,,"27,050",,,,"255,627",,,,
3221,Texas,TX,7,H0TX07055,(I),John,Culberson,"Culberson, John",,R,"26,561",92.21%,,,"175,440",64.11%,,,
3222,Texas,TX,7,H4TX07032,,Sam,Texas,"Texas, Sam",,R,"2,245",7.79%,,,,,,,
3223,Texas,TX,7,,,,,,Party Votes:,R,"28,806",,,,,,,,
3224,Texas,TX,7,H4TX07057,,John,Martinez,"Martinez, John",,D,"10,372",100.00%,,,"91,126",33.30%,,,
3225,Texas,TX,7,,,,,,Party Votes:,D,"10,372",,,,,,,,
3226,Texas,TX,7,H4TX07065,,Paul,Staton,"Staton, Paul",,I,,,,,"3,713",1.36%,,,
3227,Texas,TX,7,H8TX07066,,Drew,Parks,"Parks, Drew",,LBT,*,,,,"3,372",1.23%,,,
3228,Texas,TX,7,,,,,,District Votes:,,"39,178",,,,"273,651",,,,
3229,Texas,TX,8,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,R,"26,445",100.00%,,,"179,599",68.91%,,,
3230,Texas,TX,8,,,,,,Party Votes:,R,"26,445",,,,,,,,
3231,Texas,TX,8,H4TX08048,,"James Jim""""""ames""",Wright,"Wright, James Jim""""""righ""",,D,"32,535",100.00%,,,"77,324",29.67%,,,
3232,Texas,TX,8,,,,,,Party Votes:,D,"32,535",,,,,,,,
3233,Texas,TX,8,H2TX29097,,Paul,Hansen,"Hansen, Paul",,LBT,*,,,,"3,705",1.42%,,,
3234,Texas,TX,8,,,,,,District Votes:,,"58,980",,,,"260,628",,,,
3235,Texas,TX,9,H4TX09095,,Al,Green,"Green, Al",,D,"18,034",66.47%,,,"114,462",72.19%,,,
3236,Texas,TX,9,H2TX25178,(I),Chris,Bell,"Bell, Chris",,D,"8,492",31.30%,,,,,,,
3237,Texas,TX,9,H0TX18094,,Beverly A.,Spencer,"Spencer, Beverly A.",,D,607,2.24%,,,,,,,
3238,Texas,TX,9,,,,,,Party Votes:,D,"27,133",,,,,,,,
3239,Texas,TX,9,H4TX09087,,Arlette,Molina,"Molina, Arlette",,R,"4,836",81.03%,,,"42,132",26.57%,,,
3240,Texas,TX,9,H4TX09103,,A.R.,Hassan,"Hassan, A.R.",,R,"1,132",18.97%,,,,,,,
3241,Texas,TX,9,,,,,,Party Votes:,R,"5,968",,,,,,,,
3242,Texas,TX,9,H4TX09111,,Stacey Lynn,Bourland,"Bourland, Stacey Lynn",,LBT,*,,,,"1,972",1.24%,,,
3243,Texas,TX,9,,,,,,District Votes:,,"33,101",,,,"158,566",,,,
3244,Texas,TX,10,H4TX10093,,Michael T.,McCaul,"McCaul, Michael T.",,R,"7,953",23.91%,"15,084",63.15%,"182,113",78.62%,,,
3245,Texas,TX,10,H4TX10085,,Ben,Streusand,"Streusand, Ben",,R,"9,364",28.15%,"8,803",36.85%,,,,,
3246,Texas,TX,10,H6TX25070,,John,Devine,"Devine, John",,R,"7,096",21.34%,,,,,,,
3247,Texas,TX,10,H4TX10101,,Dave,Phillips,"Phillips, Dave",,R,"4,460",13.41%,,,,,,,
3248,Texas,TX,10,H6TX10072,,Teresa,Doggett Taylor,"Doggett Taylor, Teresa",,R,"1,494",4.49%,,,,,,,
3249,Texas,TX,10,H4TX10119,,Pat,Elliott,"Elliott, Pat",,R,"1,245",3.74%,,,,,,,
3250,Texas,TX,10,H4TX10077,,John,Kelley,"Kelley, John",,R,952,2.86%,,,,,,,
3251,Texas,TX,10,H4TX10143,,Brad,Tashenberg,"Tashenberg, Brad",,R,695,2.09%,,,,,,,
3252,Texas,TX,10,,,,,,Party Votes:,R,"33,259",,"23,887",,,,,,
3253,Texas,TX,10,H4TX10168,,Robert,Fritsche,"Fritsche, Robert",,LBT,*,,,,"35,569",15.36%,,,
3254,Texas,TX,10,H4TX10176,,Lorenzo Adlai,Sadun,"Sadun, Lorenzo Adlai",,W,,,,,"13,961",6.03%,,,
3255,Texas,TX,10,,,,,,District Votes:,,"33,259",,"23,887",,"231,643",,,,
3256,Texas,TX,11,H4TX19136,,Mike,Conaway,"Conaway, Mike",,R,"38,792",74.53%,,,"177,291",76.76%,,,
3257,Texas,TX,11,H4TX17056,,Bill,Lester,"Lester, Bill",,R,"13,255",25.47%,,,,,,,
3258,Texas,TX,11,,,,,,Party Votes:,R,"52,047",,,,,,,,
3259,Texas,TX,11,H2TX05170,,Wayne,Raasch,"Raasch, Wayne",,D,"13,948",100.00%,,,"50,339",21.79%,,,
3260,Texas,TX,11,,,,,,Party Votes:,D,"13,948",,,,,,,,
3261,Texas,TX,11,H8TX21125,,Jeffrey,Blunt,"Blunt, Jeffrey",,LBT,*,,,,"3,347",1.45%,,,
3262,Texas,TX,11,,,,,,District Votes:,,"65,995",,,,"230,977",,,,
3263,Texas,TX,12,H6TX12060,(I),Kay,Granger,"Granger, Kay",,R,"17,964",100.00%,,,"173,222",72.32%,,,
3264,Texas,TX,12,,,,,,Party Votes:,R,"17,964",,,,,,,,
3265,Texas,TX,12,H2TX06095,,Felix,Alvarado,"Alvarado, Felix",,D,"10,452",100.00%,,,"66,316",27.68%,,,
3266,Texas,TX,12,,,,,,Party Votes:,D,"10,452",,,,,,,,
3267,Texas,TX,12,,,,,,District Votes:,,"28,416",,,,"239,538",,,,
3268,Texas,TX,13,H4TX13014,(I),Mac,Thornberry,"Thornberry, Mac",,R,"40,801",100.00%,,,"189,448",92.31%,,,
3269,Texas,TX,13,,,,,,Party Votes:,R,"40,801",,,,,,,,
3270,Texas,TX,13,H4TX13048,,M.J. (Smitty),Smith,"Smith, M.J. (Smitty)",,LBT,*,,,,"15,793",7.69%,,,
3271,Texas,TX,13,,,,,,District Votes:,,"40,801",,,,"205,241",,,,
3272,Texas,TX,14,H6TX22101,(I),Ron,Paul,"Paul, Ron",,R,"21,095",100.00%,,,"173,668",100.00%,,,
3273,Texas,TX,14,,,,,,Party Votes:,R,"21,095",,,,,,,,
3274,Texas,TX,14,,,,,,District Votes:,,"21,095",,,,"173,668",,,,
3275,Texas,TX,15,H6TX15055,(I),Rubí©n,Hinojosa,"Hinojosa, Rubí©n",,D,"44,427",100.00%,,,"96,089",57.76%,,,
3276,Texas,TX,15,,,,,,Party Votes:,D,"44,427",,,,,,,,
3277,Texas,TX,15,H4TX15084,,Michael D.,Thramm,"Thramm, Michael D.",,R,"3,398",37.15%,"2,830",60.82%,"67,917",40.83%,,,
3278,Texas,TX,15,H4TX15068,,Alexander,Hamilton,"Hamilton, Alexander",,R,"3,795",41.49%,"1,823",39.18%,,,,,
3279,Texas,TX,15,H4TX15076,,Paul B.,Haring,"Haring, Paul B.",,R,"1,954",21.36%,,,,,,,
3280,Texas,TX,15,,,,,,Party Votes:,R,"9,147",,"4,653",,,,,,
3281,Texas,TX,15,H4TX24128,,William R.,Cady,"Cady, William R.",,LBT,*,,,,"2,352",1.41%,,,
3282,Texas,TX,15,,,,,,District Votes:,,"53,574",,"4,653",,"166,358",,,,
3283,Texas,TX,16,H6TX00115,(I),Silvestre,Reyes,"Reyes, Silvestre",,D,"27,469",100.00%,,,"108,577",67.53%,,,
3284,Texas,TX,16,,,,,,Party Votes:,D,"27,469",,,,,,,,
3285,Texas,TX,16,H4TX16066,,David,Brigham,"Brigham, David",,R,"4,127",53.23%,,,"49,972",31.08%,,,
3286,Texas,TX,16,H4TX16033,,Bobby,Ortiz,"Ortiz, Bobby",,R,"3,626",46.77%,,,,,,,
3287,Texas,TX,16,,,,,,Party Votes:,R,"7,753",,,,,,,,
3288,Texas,TX,16,H8TX19079,,Brad,Clardy,"Clardy, Brad",,LBT,*,,,,"2,224",1.38%,,,
3289,Texas,TX,16,,,,,,District Votes:,,"35,222",,,,"160,773",,,,
3290,Texas,TX,17,H8TX06035,(I),Chet ,Edwards,"Edwards, Chet ",,D,"17,754",100.00%,,,"125,309",51.20%,,,
3291,Texas,TX,17,,,,,,Party Votes:,D,"17,754",,,,,,,,
3292,Texas,TX,17,H4TX17064,,Arlene,Wohlgemuth,"Wohlgemuth, Arlene",,R,"15,627",41.26%,"16,694",54.90%,"116,049",47.42%,,,
3293,Texas,TX,17,H4TX11018,,Dot,Snyder,"Snyder, Dot",,R,"11,568",30.54%,"13,713",45.10%,,,,,
3294,Texas,TX,17,H4TX17072,,Dave,McIntyre,"McIntyre, Dave",,R,"10,681",28.20%,,,,,,,
3295,Texas,TX,17,,,,,,Party Votes:,R,"37,876",,"30,407",,,,,,
3296,Texas,TX,17,H2TX01054,,Clyde L.,Garland,"Garland, Clyde L.",,LBT,*,,,,"3,390",1.39%,,,
3297,Texas,TX,17,,,,,,District Votes:,,"55,630",,"30,407",,"244,748",,,,
3298,Texas,TX,18,H4TX18054,(I),Sheila Jackson,Lee,"Lee, Sheila Jackson",,D,"19,565",100.00%,,,"136,018",88.91%,,,
3299,Texas,TX,18,,,,,,Party Votes:,D,"19,565",,,,,,,,
3300,Texas,TX,18,H4TX18088,,Tom,Bazíçn,"Bazíçn, Tom",,I,,,,,"9,787",6.40%,,,
3301,Texas,TX,18,H2TX18116,,Brent,Sullivan,"Sullivan, Brent",,LBT,*,,,,"7,183",4.70%,,,
3302,Texas,TX,18,,,,,,District Votes:,,"19,565",,,,"152,988",,,,
3303,Texas,TX,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",,R,"24,712",100.00%,,,"136,459",58.44%,,,
3304,Texas,TX,19,,,,,,Party Votes:,R,"24,712",,,,,,,,
3305,Texas,TX,19,H8TX17081,(I),Charles W.,Stenholm,"Stenholm, Charles W.",,D,"16,576",100.00%,,,"93,531",40.05%,,,
3306,Texas,TX,19,,,,,,Party Votes:,D,"16,576",,,,,,,,
3307,Texas,TX,19,H4TX19235,,Richard,Peterson,"Peterson, Richard",,LBT,*,,,,"3,524",1.51%,,,
3308,Texas,TX,19,,,,,,District Votes:,,"41,288",,,,"233,514",,,,
3309,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzalez,"Gonzalez, Charles A.",,D,"16,804",100.00%,,,"112,480",65.47%,,,
3310,Texas,TX,20,,,,,,Party Votes:,D,"16,804",,,,,,,,
3311,Texas,TX,20,H4TX20027,,Roger,Scott,"Scott, Roger",,R,"4,832",100.00%,,,"54,976",32.00%,,,
3312,Texas,TX,20,,,,,,Party Votes:,R,"4,832",,,,,,,,
3313,Texas,TX,20,H4TX20035,,Jessie,Bouley,"Bouley, Jessie",,LBT,*,,,,"2,377",1.38%,,,
3314,Texas,TX,20,H8TX28039,,Michael,Idrogo,"Idrogo, Michael",,I,,,,,"1,971",1.15%,,,
3315,Texas,TX,20,,,,,,District Votes:,,"21,636",,,,"171,804",,,,
3316,Texas,TX,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,R,"28,144",100.00%,,,"209,774",61.50%,,,
3317,Texas,TX,21,,,,,,Party Votes:,R,"28,144",,,,,,,,
3318,Texas,TX,21,H4TX21033,,Rhett R.,Smith,"Smith, Rhett R.",,D,"26,297",100.00%,,,"121,129",35.51%,,,
3319,Texas,TX,21,,,,,,Party Votes:,D,"26,297",,,,,,,,
3320,Texas,TX,21,H4TX10150,,Jason,Pratt,"Pratt, Jason",,LBT,*,,,,"10,216",2.99%,,,
