1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
3133,PA,Pennsylvania,12,n/a,,,Scattered,Scattered,,W(R),536,0.61%,,,,,,,,,,,
3134,PA,Pennsylvania,12,n/a,,,,,Party Votes:,R,"87,806",,,,,,,,,,,,
3135,PA,Pennsylvania,12,H4PA12043 ,,Erin R.,McClelland,"McClelland, Erin R.",,D,"73,326",98.53%,,,"137,353",38.21%,,,,,,,
3136,PA,Pennsylvania,12,n/a,,,Scattered,Scattered,,D,"1,097",1.47%,,,,,,,,,,,
3137,PA,Pennsylvania,12,n/a,,,,,Party Votes:,D,"74,423",,,,,,,,,,,,
3138,PA,Pennsylvania,12,n/a,,,Scattered,Scattered,,W,,,,,309,0.09%,,,,,,,
3139,PA,Pennsylvania,12,n/a,,,,,District Votes:,,"162,229",,,,"359,513",,,,,,,,
3140,PA,Pennsylvania,12,n/a,,,,,,,,,,,,,,,,,,,
3141,PA,Pennsylvania,13,H4PA13199,(I),Brendan F.,Boyle,"Boyle, Brendan F.",,D,"90,512",99.86%,,,"239,316",99.90%,,,,,W,,
3142,PA,Pennsylvania,13,n/a,,,Scattered,Scattered,,D,127,0.14%,,,,,,,,,,,
3143,PA,Pennsylvania,13,n/a,,,,,Party Votes:,D,"90,639",,,,,,,,,,,,
3144,PA,Pennsylvania,13,n/a,,,Scattered,Scattered,,W(R),"1,170",100.00%,,,,,,,,,,,
3145,PA,Pennsylvania,13,n/a,,,,,Party Votes:,R,"1,170",,,,,,,,,,,,
3146,PA,Pennsylvania,13,n/a,,,Scattered,Scattered,,W,,,,,237,0.10%,,,,,,,
3147,PA,Pennsylvania,13,n/a,,,,,District Votes:,,"91,809",,,,"239,553",,,,,,,,
3148,PA,Pennsylvania,13,n/a,,,,,,,,,,,,,,,,,,,
3149,PA,Pennsylvania,14,H4PA18131,(I),Mike,Doyle,"Doyle, Mike",,D,"103,710",76.37%,,,"255,293",74.26%,,,,,W,,
3150,PA,Pennsylvania,14,H2PA14092,,Janis C.,Brooks,"Brooks, Janis C.",,D,"31,659",23.31%,,,,,,,,,,,
3151,PA,Pennsylvania,14,n/a,,,Scattered,Scattered,,D,433,0.32%,,,,,,,,,,,
3152,PA,Pennsylvania,14,n/a,,,,,Party Votes:,D,"135,802",,,,,,,,,,,,
3153,PA,Pennsylvania,14,H6PA14192,,Lenny,McAllister,"McAllister, Lenny",,W(R)/R,"2,692",56.66%,,,"87,999",25.60%,,,,,,,
3154,PA,Pennsylvania,14,n/a,,,Scattered,Scattered,,W(R),"2,059",43.34%,,,,,,,,,,,
3155,PA,Pennsylvania,14,n/a,,,,,Party Votes:,R,"4,751",,,,,,,,,,,,
3156,PA,Pennsylvania,14,n/a,,,Scattered,Scattered,,W,,,,,512,0.15%,,,,,,,
3157,PA,Pennsylvania,14,n/a,,,,,District Votes:,,"140,553",,,,"343,804",,,,,,,,
3158,PA,Pennsylvania,14,n/a,,,,,,,,,,,,,,,,,,,
3159,PA,Pennsylvania,15,H4PA15087,(I),Charles W.,Dent,"Dent, Charles W.",,R,"75,821",99.85%,,,"190,618",58.34%,,,,,W,,
3160,PA,Pennsylvania,15,n/a,,,Scattered,Scattered,,W(R),114,0.15%,,,,,,,,,,,
3161,PA,Pennsylvania,15,n/a,,,,,Party Votes:,R,"75,935",,,,,,,,,,,,
3162,PA,Pennsylvania,15,H2PA15099,,Rick ,Daugherty,"Daugherty, Rick ",,D,"59,475",99.80%,,,"124,129",37.99%,,,,,,,
3163,PA,Pennsylvania,15,n/a,,,Scattered,Scattered,,D,122,0.20%,,,,,,,,,,,
3164,PA,Pennsylvania,15,n/a,,,,,Party Votes:,D,"59,597",,,,,,,,,,,,
3165,PA,Pennsylvania,15,H6PA15173,,Paul,Rizzo,"Rizzo, Paul",,LIB,,,,,"11,727",3.59%,,,,,,,
3166,PA,Pennsylvania,15,n/a,,,Scattered,Scattered,,W,,,,,254,0.08%,,,,,,,
3167,PA,Pennsylvania,15,n/a,,,,,District Votes:,,"135,532",,,,"326,728",,,,,,,,
3168,PA,Pennsylvania,15,n/a,,,,,,,,,,,,,,,,,,,
3169,PA,Pennsylvania,16,H6PA16320,,Lloyd K.,Smucker,"Smucker, Lloyd K.",,R,"49,716",53.87%,,,"168,669",53.66%,,,,,W,,
3170,PA,Pennsylvania,16,H6PA16312 ,,Chet,Beiler,"Beiler, Chet",,R,"42,246",45.78%,,,,,,,,,,,
3171,PA,Pennsylvania,16,n/a,,,Scattered,Scattered,,W(R),322,0.35%,,,,,,,,,,,
3172,PA,Pennsylvania,16,n/a,,,,,Party Votes:,R,"92,284",,,,,,,,,,,,
3173,PA,Pennsylvania,16,H6PA16296 ,,Christina,Hartman,"Hartman, Christina",,D,"51,588",99.64%,,,"134,586",42.82%,,,,,,,
3174,PA,Pennsylvania,16,n/a,,,Scattered,Scattered,,D,184,0.36%,,,,,,,,,,,
3175,PA,Pennsylvania,16,n/a,,,,,Party Votes:,D,"51,772",,,,,,,,,,,,
3176,PA,Pennsylvania,16,H6PA16346,,Shawn Patrick,House,"House, Shawn Patrick",,LIB,,,,,"10,518",3.35%,,,,,,,
3177,PA,Pennsylvania,16,n/a,,,Scattered,Scattered,,W,,,,,544,0.17%,,,,,,,
3178,PA,Pennsylvania,16,n/a,,,,,District Votes:,,"144,056",,,,"314,317",,,,,,,,
3179,PA,Pennsylvania,16,n/a,,,,,,,,,,,,,,,,,,,
3180,PA,Pennsylvania,17,H2PA17079,(I),Matt,Cartwright,"Cartwright, Matt",,D,"73,648",99.07%,,,"157,734",53.75%,,,,,W,,
3181,PA,Pennsylvania,17,n/a,,,Scattered,Scattered,,D,694,0.93%,,,,,,,,,,,
3182,PA,Pennsylvania,17,n/a,,,,,Party Votes:,D,"74,342",,,,,,,,,,,,
3183,PA,Pennsylvania,17,H4PA17141,,Matt,Connolly,"Connolly, Matt",,R,"34,263",62.40%,,,"135,430",46.15%,,,,,,,
3184,PA,Pennsylvania,17,H6PA17161,,Glenn  ,Geissinger,"Geissinger, Glenn  ",,R,"20,399",37.15%,,,,,,,,,,,
3185,PA,Pennsylvania,17,n/a,,,Scattered,Scattered,,W(R),249,0.45%,,,,,,,,,,,
3186,PA,Pennsylvania,17,n/a,,,,,Party Votes:,R,"54,911",,,,,,,,,,,,
3187,PA,Pennsylvania,17,n/a,,,Scattered,Scattered,,W,,,,,307,0.10%,,,,,,,
3188,PA,Pennsylvania,17,n/a,,,,,District Votes:,,"129,253",,,,"293,471",,,,,,,,
3189,PA,Pennsylvania,17,n/a,,,,,,,,,,,,,,,,,,,
3190,PA,Pennsylvania,18,H2PA18143,(I),Tim ,Murphy,"Murphy, Tim ",,R,"88,266",99.35%,,,"293,684",98.39%,,,,,W,,
3191,PA,Pennsylvania,18,n/a,,,Scattered,Scattered,,W(R),579,0.65%,,,,,,,,,,,
3192,PA,Pennsylvania,18,n/a,,,,,Party Votes:,R,"88,845",,,,,,,,,,,,
3193,PA,Pennsylvania,18,n/a,,,Scattered,Scattered,,W,,,,,"4,795",1.61%,,,,,,,
3194,PA,Pennsylvania,18,n/a,,,Scattered,Scattered,,D,"3,377",100.00%,,,,,,,,,,,
3195,PA,Pennsylvania,18,n/a,,,,,Party Votes:,D,"3,377",,,,,,,,,,,,
3196,PA,Pennsylvania,18,n/a,,,,,District Votes:,,"92,222",,,,"298,479",,,,,,,,
3197,PA,Pennsylvania,18,n/a,,,,,,,,,,,,,,,,,,,
3198,PA,Pennsylvania,18,n/a,,,,,,,,,,,,,,,,,,,
3199,PA,Pennsylvania,H,n/a,,,,,Total State Votes:,,"2,428,453",,,,"6,072,665",,,,,,,,
3200,,,,n/a,,,,,,,,,,,,,,,,,,,
3201,PR,Puerto Rico,,n/a,,,,,,,,,,,,,,,,,,,
3202,PR,Puerto Rico,0,H6PR00082,,Jenniffer,Gonzalez,"Gonzalez, Jenniffer",,NPP,"326,988",70.43%,,,"718,591",48.59%,,,,,W,,
3203,PR,Puerto Rico,0,H6PR01023,,Carlos Ignacio,Pesquera,"Pesquera, Carlos Ignacio",,NPP,"136,821",29.47%,,,,,,,,,,,
3204,PR,Puerto Rico,0,n/a,,,Scattered,Scattered,,W(NPP),450,0.10%,,,,,,,,,,,
3205,PR,Puerto Rico,0,n/a,,,,,Party Votes:,NPP,"464,259",,,,,,,,,,,,
3206,PR,Puerto Rico,0,H6PR00090,,Hector J.,Ferrer Rios,"Ferrer Rios, Hector J.",,PPD,"92,405",57.67%,,,"695,073",47.00%,,,,,,,
3207,PR,Puerto Rico,0,H6PR01015,,Angel Roberto,Rosa Rodriguez,"Rosa Rodriguez, Angel Roberto",,PPD,"67,727",42.26%,,,,,,,,,,,
3208,PR,Puerto Rico,0,n/a,,,Scattered,Scattered,,W(PPD),112,0.07%,,,,,,,,,,,
3209,PR,Puerto Rico,0,n/a,,,,,Party Votes:,PPD,"160,244",,,,,,,,,,,,
3210,PR,Puerto Rico,0,H6PR00108,,Hugo,Rodrí_guez Dí_az,"Rodrí_guez Dí_az, Hugo",,PRI,Unopposed,,,,"39,704",2.68%,,,,,,,
3211,PR,Puerto Rico,0,H6PR01031,,Mariana,Nogales Molinelli,"Nogales Molinelli, Mariana",,PPT,Unopposed,,,,"19,033",1.29%,,,,,,,
3212,PR,Puerto Rico,0,n/a,,,Scattered,Scattered,,W,,,,,"6,415",0.43%,,,,,,,
3213,PR,Puerto Rico,0,n/a,,,,,,,,,,,,,,,,,,,
3214,PR,Puerto Rico,,n/a,,,,,District Votes:,,"624,503",,,,"1,478,816",,,,,,,,
3215,PR,Puerto Rico,H,n/a,,,,,Total State Votes:,,"624,503",,,,"1,478,816",,,,,,,,
3216,,,,n/a,,,,,,,,,,,,,,,,,,,
3217,RI,Rhode Island,,n/a,,,,,,,,,,,,,,,,,,,
3218,RI,Rhode Island,1,H0RI01073,(I),David N.,Cicilline,"Cicilline, David N.",,D,"24,118",67.53%,,,"130,540",64.50%,,,,,W,,
3219,RI,Rhode Island,1,H2RI01186,,Christopher F.,Young,"Young, Christopher F.",,D,"11,594",32.47%,,,,,,,,,,,
3220,RI,Rhode Island,1,n/a,,,,,Party Votes:,D,"35,712",,,,,,,,,,,,
3221,RI,Rhode Island,1,H4RI01133,,Harold Russell,Taub,"Taub, Harold Russell",,R,629,100.00%,,,"71,023",35.09%,,,,,,,
3222,RI,Rhode Island,1,n/a,,,,,Party Votes:,R,629,,,,,,,,,,,,
3223,RI,Rhode Island,1,n/a,,,Scattered,Scattered,,W,,,,,687,0.34%,,,,,,,
3224,RI,Rhode Island,1,n/a,,John,DeSimone,"DeSimone, John",,W,,,,,42,0.02%,,,,,,,
3225,RI,Rhode Island,1,n/a,,Mickey,Mouse,"Mouse, Mickey",,W,,,,,23,0.01%,,,,,,,
3226,RI,Rhode Island,1,H6RI01120,,"Rufus, Jr.",Bailey,"Bailey, Rufus, Jr.",,W,,,,,19,0.01%,,,,,,,
3227,RI,Rhode Island,1,n/a,,Bernie,Sanders,"Sanders, Bernie",,W,,,,,11,0.01%,,,,,,,
3228,RI,Rhode Island,1,n/a,,Jan,Malik,"Malik, Jan",,W,,,,,9,0.00%,,,,,,,
3229,RI,Rhode Island,1,n/a,,Lincoln,Chafee,"Chafee, Lincoln",,W,,,,,6,0.00%,,,,,,,
3230,RI,Rhode Island,1,n/a,,,Me,Me,,W,,,,,6,0.00%,,,,,,,
3231,RI,Rhode Island,1,n/a,,,None,None,,W,,,,,6,0.00%,,,,,,,
3232,RI,Rhode Island,1,n/a,,,None of the Above,None of the Above,,W,,,,,5,0.00%,,,,,,,
3233,RI,Rhode Island,1,n/a,,,,,District Votes:,,"36,341",,,,"202,377",,,,,,,,
3234,RI,Rhode Island,1,n/a,,,,,,,,,,,,,,,,,,,
3235,RI,Rhode Island,2,H0RI02139,(I),James R.,Langevin,"Langevin, James R.",,D,"16,325",64.37%,,,"133,108",58.09%,,,,,W,,
3236,RI,Rhode Island,2,H6RI02276,,Steven,Archer,"Archer, Steven",,D,"4,767",18.80%,,,,,,,,,,,
3237,RI,Rhode Island,2,H4RI02065,,John D.,Hamilton,"Hamilton, John D.",,D,"4,270",16.84%,,,,,,,,,,,
3238,RI,Rhode Island,2,n/a,,,,,Party Votes:,D,"25,362",,,,,,,,,,,,
3239,RI,Rhode Island,2,H4RI02107,,Rhue R.,Reis,"Reis, Rhue R.",,R,641,100.00%,,,"70,301",30.68%,,,,,,,
3240,RI,Rhode Island,2,n/a,,,,,Party Votes:,R,641,,,,,,,,,,,,
3241,RI,Rhode Island,2,H4RI02073,,Jeffrey C.,Johnson,"Johnson, Jeffrey C.",,IND,,,,,"16,253",7.09%,,,,,,,
3242,RI,Rhode Island,2,H6RI02284,,Salvatore G.,Caiozzo,"Caiozzo, Salvatore G.",,IND,,,,,"8,942",3.90%,,,,,,,
3243,RI,Rhode Island,2,n/a,,,Scattered,Scattered,,W,,,,,511,0.22%,,,,,,,
3244,RI,Rhode Island,2,n/a,,Mickey,Mouse,"Mouse, Mickey",,W,,,,,11,0.00%,,,,,,,
3245,RI,Rhode Island,2,n/a,,Bernie,Sanders,"Sanders, Bernie",,W,,,,,9,0.00%,,,,,,,
3246,RI,Rhode Island,2,n/a,,John,DeSimone,"DeSimone, John",,W,,,,,8,0.00%,,,,,,,
3247,RI,Rhode Island,2,n/a,,,None of the Above,None of the Above,,W,,,,,5,0.00%,,,,,,,
3248,RI,Rhode Island,2,n/a,,,,,District Votes:,,"26,003",,,,"229,148",,,,,,,,
3249,RI,Rhode Island,2,n/a,,,,,,,,,,,,,,,,,,,
3250,RI,Rhode Island,H,n/a,,,,,Total State Votes:,,"62,344",,,,"431,525",,,,,,,,
3251,,,,n/a,,,,,,,,,,,,,,,,,,,
3253,SC,South Carolina,1,H4SC01073,(I),Mark,Sanford,"Sanford, Mark",,R,"21,299",55.61%,,,"190,410",58.56%,,,,,W,,
3254,SC,South Carolina,1,H6SC01151,,Jenny,Horne,"Horne, Jenny",,R,"17,001",44.39%,,,,,,,,,,,
3256,SC,South Carolina,1,H4SC01271,,Dimitri,Cherny,"Cherny, Dimitri",,D,Unopposed,,,,"110,539",33.99%,,,"119,779",36.84%,,,
3257,SC,South Carolina,1,H4SC01271,,Dimitri,Cherny,"Cherny, Dimitri",,WF,*,,,,"5,757",1.77%,,,"119,779",36.84%,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3258,SC,South Carolina,1,H4SC01271,,Dimitri,Cherny,"Cherny, Dimitri",,GRE,*,,,,"3,483",1.07%,,,"119,779",36.84%,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3259,SC,South Carolina,1,H6SC01185,,Albert,Travison,"Travison, Albert",,AM,*,,,,"2,774",0.85%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3260,SC,South Carolina,1,H6SC01177,,"Michael, Jr.",Grier,"Grier, Michael, Jr.",,LIB,*,,,,"11,614",3.57%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3261,SC,South Carolina,1,n/a,,,Scattered,Scattered,,W,,,,,593,0.18%,,,,,,,
3262,SC,South Carolina,1,n/a,,,,,District Votes:,,"38,300",,,,"325,170",,,,,,,,
3263,SC,South Carolina,1,n/a,,,,,,,,,,,,,,,,,,,
3264,SC,South Carolina,2,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",,R,Unopposed,,,,"183,746",60.25%,,,,,W,,
3265,SC,South Carolina,2,H6SC02100,,Arik,Bjorn,"Bjorn, Arik",,D,"9,681",50.12%,,,"105,306",34.53%,,,"109,452",35.89%,,,
3266,SC,South Carolina,2,H8SC02098,,Phil,Black,"Black, Phil",,D,"9,636",49.88%,,,,,,,,,,,
3268,SC,South Carolina,2,H6SC02100,,Arik,Bjorn,"Bjorn, Arik",,GRE,*,,,,"4,146",1.36%,,,"109,452",35.89%,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3269,SC,South Carolina,2,H0SC02053,,Eddie,McCain,"McCain, Eddie",,AM,*,,,,"11,444",3.75%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3270,SC,South Carolina,2,n/a,,,Scattered,Scattered,,W,,,,,354,0.12%,,,,,,,
3271,SC,South Carolina,2,n/a,,,,,District Votes:,,"19,317",,,,"304,996",,,,,,,,
3272,SC,South Carolina,2,n/a,,,,,,,,,,,,,,,,,,,
3273,SC,South Carolina,3,H0SC03077,(I),Jeff,Duncan,"Duncan, Jeff",,R,Unopposed,,,,"198,431",72.82%,,,,,W,,
3274,SC,South Carolina,3,H4SC03111,,Hosea,Cleveland,"Cleveland, Hosea",,D,Unopposed,,,,"73,766",27.07%,,,,,,,
3275,SC,South Carolina,3,n/a,,,Scattered,Scattered,,W,,,,,284,0.10%,,,,,,,
3276,SC,South Carolina,3,n/a,,,,,District Votes:,,,,,,"272,481",,,,,,,,
3277,SC,South Carolina,3,n/a,,,,,,,,,,,,,,,,,,,
3278,SC,South Carolina,4,H0SC04257,(I),Trey,Gowdy,"Gowdy, Trey",,R,Unopposed,,,,"198,648",67.19%,,,,,W,,
3279,SC,South Carolina,4,H6SC04163,,Chris,Fedalei,"Fedalei, Chris",,D,Unopposed,,,,"91,676",31.01%,,,,,,,
3280,SC,South Carolina,4,H2SC04121,,Michael,Chandler,"Chandler, Michael",,CON,*,,,,"5,103",1.73%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3281,SC,South Carolina,4,n/a,,,Scattered,Scattered,,W,,,,,243,0.08%,,,,,,,
3282,SC,South Carolina,4,n/a,,,,,District Votes:,,,,,,"295,670",,,,,,,,
3283,SC,South Carolina,4,n/a,,,,,,,,,,,,,,,,,,,
3284,SC,South Carolina,5,H0SC05031,(I),Mick,Mulvaney,"Mulvaney, Mick",,R,"22,603",78.26%,,,"175,909",59.07%,,,,,W,,
3285,SC,South Carolina,5,H6SC05152,,Ray,Craig,"Craig, Ray",,R,"6,280",21.74%,,,,,,,,,,,
3287,SC,South Carolina,5,H6SC05129,,Fran,Person,"Person, Fran",,D,Unopposed,,,,"115,437",38.77%,,,,,,,
3288,SC,South Carolina,6,H6SC05137,,"Rudy, Jr.",Barnes,"Barnes, Rudy, Jr.",,AM,*,,,,"6,239",2.10%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3293,SC,South Carolina,6,H2SC02042,(I),"James E. Jim""""""ames""",Clyburn,"Clyburn, James E. Jim""""""lybu""",,D,Unopposed,,,,"177,947",70.09%,,,,,W,,
3294,SC,South Carolina,6,H6SC06119,,Laura,Sterling,"Sterling, Laura",,R,Unopposed,,,,"70,099",27.61%,,,,,,,
3295,SC,South Carolina,6,H6SC06127,,Rich,Piotrowski,"Piotrowski, Rich",,LIB,*,,,,"3,131",1.23%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3296,SC,South Carolina,6,H6SC06135,,Prince Charles,Mallory,"Mallory, Prince Charles",,GRE,*,,,,"2,499",0.98%,,,,,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3297,SC,South Carolina,6,n/a,,,Scattered,Scattered,,W,,,,,225,0.09%,,,,,,,
3298,SC,South Carolina,6,n/a,,,,,District Votes:,,,,,,"253,901",,,,,,,,
3299,SC,South Carolina,6,n/a,,,,,,,,,,,,,,,,,,,
3300,SC,South Carolina,7,H2SC07066,(I),Tom,Rice,"Rice, Tom",,R,Unopposed,,,,"176,468",60.96%,,,,,W,,
3301,SC,South Carolina,7,H6SC07018,,Mal,Hyman,"Hyman, Mal",,D,Unopposed,,,,"103,454",35.74%,,,"112,744",38.95%,,,
3302,SC,South Carolina,7,H6SC07018,,Mal,Hyman,"Hyman, Mal",,WF,*,,,,"6,747",2.33%,,,"112,744",38.95%,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3303,SC,South Carolina,7,H6SC07018,,Mal,Hyman,"Hyman, Mal",,GRE,*,,,,"2,543",0.88%,,,"112,744",38.95%,,"The Green Party nominated by convention on April 30, 2016, the Libertarian Party nominated by convention on May 7, 2016, the American and Constitution Parties nominated by convention on May 14, 2016, and the Working Families Party nominated by convention on August 12, 2016.  Convention nominees are noted with an asterisk.",
3304,SC,South Carolina,7,n/a,,,Scattered,Scattered,,W,,,,,251,0.09%,,,,,,,
3305,SC,South Carolina,7,n/a,,,,,District Votes:,,,,,,"289,463",,,,,,,,
3306,SC,South Carolina,7,n/a,,,,,,,,,,,,,,,,,,,
3308,,,,n/a,,,,,,,,,,,,,,,,,,,
3309,SD,South Dakota,,n/a,,,,,,,,,,,,,,,,,,,
3310,SD,South Dakota,0,H0SD00054,(I),Kristi,Noem,"Noem, Kristi",,R,Unopposed,,,,"237,163",64.10%,,,,,W,,
3311,SD,South Dakota,0,H6SD01091,,Paula,Hawks,"Hawks, Paula",,D,Unopposed,,,,"132,810",35.90%,,,,,,,
3312,SD,South Dakota,0,n/a,,,,,District Votes:,,,,,,"369,973",,,,,,,,
3313,SD,South Dakota,H,n/a,,,,,Total State Votes:,,,,,,"369,973",,,,,,,,
3314,,,,n/a,,,,,,,,,,,,,,,,,,,
3315,TN,Tennessee,,n/a,,,,,,,,,,,,,,,,,,,
3316,TN,Tennessee,1,H6TN01388 ,(I),Phil,Roe,"Roe, Phil",,R,"35,350",82.17%,,,"198,293",78.37%,,,,,W,,
3317,TN,Tennessee,1,H6TN01503,,Clint,Tribble,"Tribble, Clint",,R,"7,673",17.83%,,,,,,,,,,,
3318,TN,Tennessee,1,n/a,,,,,Party Votes:,R,"43,023",,,,,,,,,,,,
3319,TN,Tennessee,1,H6TN00091 ,,Alan,Bohms,"Bohms, Alan",,D,"4,161",100.00%,,,"39,024",15.42%,,,,,,,
3320,TN,Tennessee,1,n/a,,,,,Party Votes:,D,"4,161",,,,,,,,,,,,
3321,TN,Tennessee,1,H4TN01144,,Robert D.,Franklin,"Franklin, Robert D.",,IND,,,,,"15,702",6.21%,,,,,,,
3322,TN,Tennessee,1,n/a,,Paul ,Krane,"Krane, Paul ",,W,,,,,6,0.00%,,,,,,,
3323,TN,Tennessee,1,n/a,,,,,District Votes:,,"47,184",,,,"253,025",,,,,,,,
3324,TN,Tennessee,1,n/a,,,,,,,,,,,,,,,,,,,
3325,TN,Tennessee,2,H8TN02069 ,(I),"John J., Jr.",Duncan,"Duncan, John J., Jr.",,R,"28,806",100.00%,,,"212,455",75.65%,,,,,W,,
3326,TN,Tennessee,2,n/a,,,,,Party Votes:,R,"28,806",,,,,,,,,,,,
3327,TN,Tennessee,2,H6TN02147,,Stuart,Starr,"Starr, Stuart",,D,"7,851",100.00%,,,"68,401",24.35%,,,,,,,
3328,TN,Tennessee,2,n/a,,,,,Party Votes:,D,"7,851",,,,,,,,,,,,
3329,TN,Tennessee,2,n/a,,,,,District Votes:,,"36,657",,,,"280,856",,,,,,,,
3330,TN,Tennessee,2,n/a,,,,,,,,,,,,,,,,,,,
3331,TN,Tennessee,3,H0TN03254,(I),Chuck,Fleischmann,"Fleischmann, Chuck",,R,"31,964",83.90%,,,"176,613",66.39%,,,,,W,,
3332,TN,Tennessee,3,H6TN03145 ,,Geoffery Suhmer,Smith,"Smith, Geoffery Suhmer",,R,"3,076",8.07%,,,,,,,,,,,
3333,TN,Tennessee,3,H6TN03186,,Allan,Levene,"Levene, Allan",,R,"3,059",8.03%,,,,,,,,,,,
3334,TN,Tennessee,3,n/a,,,,,Party Votes:,R,"38,099",,,,,,,,,,,,
3335,TN,Tennessee,3,H6TN03152,,Melody,Shekari,"Shekari, Melody",,D,"8,660",53.93%,,,"76,727",28.84%,,,,,,,
3336,TN,Tennessee,3,H6TN03160,,Michael,Friedman,"Friedman, Michael",,D,"5,329",33.18%,,,,,,,,,,,
3337,TN,Tennessee,3,H6TN03178,,George Ryan,Love,"Love, George Ryan",,D,"2,070",12.89%,,,,,,,,,,,
3338,TN,Tennessee,3,n/a,,,,,Party Votes:,D,"16,059",,,,,,,,,,,,
3339,TN,Tennessee,3,H6TN04218,,Rick,Tyler,"Tyler, Rick",,IND,,,,,"5,098",1.92%,,,,,,,
3340,TN,Tennessee,3,H4TN03181,,Cassandra,Mitchell,"Mitchell, Cassandra",,IND,,,,,"5,075",1.91%,,,,,,,
3341,TN,Tennessee,3,H6TN03194,,Topher,Kersting,"Kersting, Topher",,IND,,,,,"2,493",0.94%,,,,,,,
3342,TN,Tennessee,3,n/a,,,,,District Votes:,,"54,158",,,,"266,006",,,,,,,,
3343,TN,Tennessee,3,n/a,,,,,,,,,,,,,,,,,,,
3344,TN,Tennessee,4,H0TN04195 ,(I),Scott,DesJarlais,"DesJarlais, Scott",,R,"24,211",52.11%,,,"165,796",65.03%,,,,,W,,
3345,TN,Tennessee,4,H6TN04184,,Grant,Starrett,"Starrett, Grant",,R,"20,138",43.35%,,,,,,,,,,,
3346,TN,Tennessee,4,H6TN04192,,Erran,Persley,"Persley, Erran",,R,"1,615",3.48%,,,,,,,,,,,
3347,TN,Tennessee,4,H4TN04155 ,,"Yomi Fapas""""""omi ""F""""m""",Faparusi,"Faparusi, Yomi Fapas""""""aparus""",,R,493,1.06%,,,,,,,,,,,
3348,TN,Tennessee,4,n/a,,,,,Party Votes:,R,"46,457",,,,,,,,,,,,
3349,TN,Tennessee,4,H6TN05314,,Steven,Reynolds,"Reynolds, Steven",,D,"11,511",100.00%,,,"89,141",34.97%,,,,,,,
3350,TN,Tennessee,4,n/a,,,,,Party Votes:,D,"11,511",,,,,,,,,,,,
3351,TN,Tennessee,4,n/a,,,,,District Votes:,,"57,968",,,,"254,937",,,,,,,,
