1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,,,,,,,,,,,,,,,
3326,New York,NY,16,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,WF,Unopposed,,,,"3,164",4.91%,"61,642",95.66%,,,,,,,,,,,,,,,,,,
3327,New York,NY,16,H0NY16119,,Frank,Della Valle,"Della Valle, Frank",,,,,Combined Parties:,,,,"2,758",4.28%,,,,,,,,,,,,,,,,,,
3328,New York,NY,16,H0NY16119,,Frank,Della Valle,"Della Valle, Frank",,REP,Unopposed,,,,"2,257",3.50%,"2,758",4.28%,,,,,,,,,,,,,,,,,,
3329,New York,NY,16,H0NY16119,,Frank,Della Valle,"Della Valle, Frank",,CRV,Unopposed,,,,501,0.78%,"2,758",4.28%,,,,,,,,,,,,,,,,,,
3330,New York,NY,16,n/a,,,Scattered,Scattered,,W ,,,,,38,0.06%,,,,,,,,,,,,,,,,,,,,
3331,New York,NY,16,n/a,,,,,District Votes:,,,,,,"64,438",,,,,,,,,,,,,,,,,,,,,
3332,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,,,,Combined Parties:,,,,"95,346",72.85%,,,,,,,,,,,,,,,,,,
3334,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,DEM,Unopposed,,,,"89,693",68.53%,"95,346",72.85%,,,,,,,,,,,,,,,,,,
3335,New York,NY,17,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,WF,Unopposed,,,,"5,653",4.32%,"95,346",72.85%,,,,,,,,,,,,,,,,,,
3336,New York,NY,17,H0NY17125,,Anthony,Mele,"Mele, Anthony",,REP,"3,730",51.07%,,,"29,792",22.76%,,,,,,,,,,,,,,,,,,,,
3337,New York,NY,17,H0NY17133,,York J.,Kleinhandler,"Kleinhandler, York J.",,REP,"3,573",48.93%,,,,,,,,,,,,,,,,,,,,,,,,
3338,New York,NY,17,n/a,,,,,Party Votes:,REP,"7,303",,,,,,,,,,,,,,,,,,,,,,,,,
3339,New York,NY,17,H0NY17133,,York J.,Kleinhandler,"Kleinhandler, York J.",,CRV,Unopposed,,,,"5,661",4.33%,,,,,,,,,,,,,,,,,,,,
3340,New York,NY,17,n/a,,,Scattered,Scattered,,W ,,,,,82,0.06%,,,,,,,,,,,,,,,,,,,,
3341,New York,NY,17,n/a,,,,,District Votes:,,"7,303",,,,"130,881",,,,,,,,,,,,,,,,,,,,,
3342,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,,,,Combined Parties:,,,,"115,619",62.13%,,,,,,,,,,,,,,,,,,
3344,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,DEM,Unopposed,,,,"104,836",56.33%,"115,619",62.13%,,,,,,,,,,,,,,,,,,
3345,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,IDP,Unopposed,,,,"5,703",3.06%,"115,619",62.13%,,,,,,,,,,,,,,,,,,
3346,New York,NY,18,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,WF,Unopposed,,,,"5,080",2.73%,"115,619",62.13%,,,,,,,,,,,,,,,,,,
3347,New York,NY,18,H6NY18153,,Jim,Russell,"Russell, Jim",,,,,Combined Parties:,,,,"70,413",37.84%,,,,,,,,,,,,,,,,,,
3348,New York,NY,18,H6NY18153,,Jim,Russell,"Russell, Jim",,REP,Unopposed,,,,"60,513",32.52%,"70,413",37.84%,,,,,,,,,,,,,,,,,,
3349,New York,NY,18,H6NY18153,,Jim,Russell,"Russell, Jim",,CRV,Unopposed,,,,"9,900",5.32%,"70,413",37.84%,,,,,,,,,,,,,,,,,,
3350,New York,NY,18,n/a,,,Scattered,Scattered,,W ,,,,,67,0.04%,,,,,,,,,,,,,,,,,,,,
3351,New York,NY,18,n/a,,,,,District Votes:,,,,,,"186,099",,,,,,,,,,,,,,,,,,,,,
3352,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,New York,NY,19,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",,,,,Combined Parties:,,,,"109,956",52.55%,,,,,,,,,,,,,,,,,,
3354,New York,NY,19,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",,REP,"19,483",69.34%,,,"88,734",42.41%,"109,956",52.55%,,,,,,,,,,,,,,,,,,
3355,New York,NY,19,H0NY19154,,Neil A.,DiCarlo,"DiCarlo, Neil A.",,REP,"8,614",30.66%,,,,,,,,,,,,,,,,,,,,,,,,
3356,New York,NY,19,n/a,,,,,Party Votes:,REP,"28,097",,,,,,,,,,,,,,,,,,,,,,,,,
3357,New York,NY,19,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",,CRV,Unopposed,,,,"15,778",7.54%,"109,956",52.55%,,,,,,,,,,,,,,,,,,
3358,New York,NY,19,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",,IDP,Unopposed,,,,"5,444",2.60%,"109,956",52.55%,,,,,,,,,,,,,,,,,,
3359,New York,NY,19,H6NY19144,(I),John J.,Hall,"Hall, John J.",,,,,Combined Parties:,,,,"98,766",47.20%,,,,,,,,,,,,,,,,,,
3360,New York,NY,19,H6NY19144,(I),John J.,Hall,"Hall, John J.",,DEM,Unopposed,,,,"91,797",43.87%,"98,766",47.20%,,,,,,,,,,,,,,,,,,
3361,New York,NY,19,H6NY19144,(I),John J.,Hall,"Hall, John J.",,WF,Unopposed,,,,"6,969",3.33%,"98,766",47.20%,,,,,,,,,,,,,,,,,,
3362,New York,NY,19,n/a,,,Scattered,Scattered,,W ,,,,,516,0.25%,,,,,,,,,,,,,,,,,,,,
3363,New York,NY,19,n/a,,,,,District Votes:,,"28,097",,,,"209,238",,,,,,,,,,,,,,,,,,,,,
3364,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,New York,NY,20,H0NY20095,,Christopher P.,Gibson,"Gibson, Christopher P.",,,,,Combined Parties:,,,,"130,176",54.85%,,,,,,,,,,,,,,,,,,
3366,New York,NY,20,H0NY20095,,Christopher P.,Gibson,"Gibson, Christopher P.",,REP,Unopposed,,,,"110,813",46.69%,"130,176",54.85%,,,,,,,,,,,,,,,,,,
3367,New York,NY,20,H0NY20095,,Christopher P.,Gibson,"Gibson, Christopher P.",,CRV,Unopposed,,,,"19,363",8.16%,"130,176",54.85%,,,,,,,,,,,,,,,,,,
3368,New York,NY,20,H0NY20079,(I),Scott,Murphy,"Murphy, Scott",,,,,Combined Parties:,,,,"107,077",45.11%,,,,,,,,,,,,,,,,,,
3369,New York,NY,20,H0NY20079,(I),Scott,Murphy,"Murphy, Scott",,DEM,Unopposed,,,,"91,577",38.58%,"107,077",45.11%,,,,,,,,,,,,,,,,,,
3370,New York,NY,20,H0NY20079,(I),Scott,Murphy,"Murphy, Scott",,IDP,Unopposed,,,,"8,858",3.73%,"107,077",45.11%,,,,,,,,,,,,,,,,,,
3371,New York,NY,20,H0NY20079,(I),Scott,Murphy,"Murphy, Scott",,WF,Unopposed,,,,"6,642",2.80%,"107,077",45.11%,,,,,,,,,,,,,,,,,,
3372,New York,NY,20,n/a,,,Scattered,Scattered,,W ,,,,,99,0.04%,,,,,,,,,,,,,,,,,,,,
3373,New York,NY,20,n/a,,,,,District Votes:,,,,,,"237,352",,,,,,,,,,,,,,,,,,,,,
3374,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,New York,NY,21,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,,,,Combined Parties:,,,,"124,889",59.25%,,,,,,,,,,,,,,,,,,
3376,New York,NY,21,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,DEM,Unopposed,,,,"107,136",50.83%,"124,889",59.25%,,,,,,,,,,,,,,,,,,
3377,New York,NY,21,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,IDP,Unopposed,,,,"9,625",4.57%,"124,889",59.25%,,,,,,,,,,,,,,,,,,
3378,New York,NY,21,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,WF,Unopposed,,,,"8,128",3.86%,"124,889",59.25%,,,,,,,,,,,,,,,,,,
3379,New York,NY,21,H0NY21077,,"Theodore J., Jr.",Danz,"Danz, Theodore J., Jr.",,,,,Combined Parties:,,,,"85,752",40.68%,,,,,,,,,,,,,,,,,,
3380,New York,NY,21,H0NY21077,,"Theodore J., Jr.",Danz,"Danz, Theodore J., Jr.",,REP,Unopposed,,,,"70,211",33.31%,"85,752",40.68%,,,,,,,,,,,,,,,,,,
3381,New York,NY,21,H0NY21077,,"Theodore J., Jr.",Danz,"Danz, Theodore J., Jr.",,CRV,Unopposed,,,,"15,541",7.37%,"85,752",40.68%,,,,,,,,,,,,,,,,,,
3382,New York,NY,21,n/a,,,Scattered,Scattered,,W ,,,,,150,0.07%,,,,,,,,,,,,,,,,,,,,
3383,New York,NY,21,n/a,,,,,District Votes:,,,,,,"210,791",,,,,,,,,,,,,,,,,,,,,
3384,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,,,,Combined Parties:,,,,"98,661",52.64%,,,,,,,,,,,,,,,,,,
3386,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,DEM,Unopposed,,,,"83,849",44.74%,"98,661",52.64%,,,,,,,,,,,,,,,,,,
3387,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,WF,Unopposed,,,,"8,886",4.74%,"98,661",52.64%,,,,,,,,,,,,,,,,,,
3388,New York,NY,22,H2NY26080,(I),Maurice D.,Hinchey,"Hinchey, Maurice D.",,IDP,Unopposed,,,,"5,926",3.16%,"98,661",52.64%,,,,,,,,,,,,,,,,,,
3389,New York,NY,22,H8NY22102,,George K.,Phillips,"Phillips, George K.",,,,,Combined Parties:,,,,"88,687",47.32%,,,,,,,,,,,,,,,,,,
3390,New York,NY,22,H8NY22102,,George K.,Phillips,"Phillips, George K.",,REP,Unopposed,,,,"75,558",40.31%,"88,687",47.32%,,,,,,,,,,,,,,,,,,
3391,New York,NY,22,H8NY22102,,George K.,Phillips,"Phillips, George K.",,CRV,Unopposed,,,,"13,129",7.01%,"88,687",47.32%,,,,,,,,,,,,,,,,,,
3392,New York,NY,22,n/a,,,Scattered,Scattered,,W ,,,,,73,0.04%,,,,,,,,,,,,,,,,,,,,
3393,New York,NY,22,n/a,,,,,District Votes:,,,,,,"187,421",,,,,,,,,,,,,,,,,,,,,
3394,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,New York,NY,23,H0NY23081,(I),William L.,Owens,"Owens, William L.",,,,,Combined Parties:,,,,"82,232",47.51%,,,,,,,,,,,,,,,,,,
3396,New York,NY,23,H0NY23081,(I),William L.,Owens,"Owens, William L.",,DEM,Unopposed,,,,"75,849",43.82%,"82,232",47.51%,,,,,,,,,,,,,,,,,,
3397,New York,NY,23,H0NY23081,(I),William L.,Owens,"Owens, William L.",,WF,Unopposed,,,,"6,383",3.69%,"82,232",47.51%,,,,,,,,,,,,,,,,,,
3398,New York,NY,23,H0NY23057,,Matthew A.,Doheny,"Doheny, Matthew A.",,,,,Combined Parties:,,,,"80,237",46.36%,,,,,,,,,,,,,,,,,,
3399,New York,NY,23,H0NY23057,,Matthew A.,Doheny,"Doheny, Matthew A.",,REP,"16,311",51.02%,,,"73,646",42.55%,"80,237",46.36%,,,,,,,,,,,,,,,,,,
3400,New York,NY,23,H0NY23107,,Douglas L.,Hoffman,"Hoffman, Douglas L.",,REP,"15,660",48.98%,,,,,,,,,,,,,,,,,,,,,,,,
3401,New York,NY,23,n/a,,,,,Party Votes:,REP,"31,971",,,,,,,,,,,,,,,,,,,,,,,,,
3402,New York,NY,23,H0NY23057,,Matthew A.,Doheny,"Doheny, Matthew A.",,IDP,Unopposed,,,,"6,591",3.81%,"80,237",46.36%,,,,,,,,,,,,,,,,,,
3403,New York,NY,23,H0NY23107,,Douglas L.,Hoffman,"Hoffman, Douglas L.",,CRV,Unopposed,,,,"10,507",6.07%,,,,,,,,,,,,,,,,,,,,
3404,New York,NY,23,n/a,,,Scattered,Scattered,,W ,,,,,115,0.07%,,,,,,,,,,,,,,,,,,,,
3405,New York,NY,23,n/a,,,,,District Votes:,,"31,971",,,,"173,091",,,,,,,,,,,,,,,,,,,,,
3406,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,,,,Combined Parties:,,,,"101,599",53.00%,,,,,,,,,,,,,,,,,,
3408,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,REP,Unopposed,,,,"85,702",44.71%,"101,599",53.00%,,,,,,,,,,,,,,,,,,
3409,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,CRV,Unopposed,,,,"10,313",5.38%,"101,599",53.00%,,,,,,,,,,,,,,,,,,
3410,New York,NY,24,H8NY24066,,Richard L.,Hanna,"Hanna, Richard L.",,IDP,Unopposed,,,,"5,584",2.91%,"101,599",53.00%,,,,,,,,,,,,,,,,,,
3411,New York,NY,24,H6NY24128,(I),Michael A.,Arcuri,"Arcuri, Michael A.",,,,,Combined Parties:,,,,"89,809",46.85%,,,,,,,,,,,,,,,,,,
3412,New York,NY,24,H6NY24128,(I),Michael A.,Arcuri,"Arcuri, Michael A.",,DEM,Unopposed,,,,"85,624",44.67%,"89,809",46.85%,,,,,,,,,,,,,,,,,,
3413,New York,NY,24,H6NY24128,(I),Michael A.,Arcuri,"Arcuri, Michael A.",,MOD,,,,,"4,185",2.18%,"89,809",46.85%,,,,,,,,,,,,,,,,,,
3414,New York,NY,24,n/a,,,Scattered,Scattered,,W,,,,,292,0.15%,,,,,,,,,,,,,,,,,,,,
3415,New York,NY,24,n/a,,,,,District Votes:,,,,,,"191,700",,,,,,,,,,,,,,,,,,,,,
3416,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,New York,NY,25,H0NY25078,,Ann Marie,Buerkle,"Buerkle, Ann Marie",,,,,Combined Parties: ,,,,"104,602",50.11%,,,,,,,,,,,,,,,,,,
3418,New York,NY,25,H0NY25078,,Ann Marie,Buerkle,"Buerkle, Ann Marie",,REP,Unopposed,,,,"81,380",38.99%,"104,602",50.11%,,,,,,,,,,,,,,,,,,
3419,New York,NY,25,H0NY25078,,Ann Marie,Buerkle,"Buerkle, Ann Marie",,CRV,Unopposed,,,,"16,830",8.06%,"104,602",50.11%,,,,,,,,,,,,,,,,,,
3420,New York,NY,25,H0NY25078,,Ann Marie,Buerkle,"Buerkle, Ann Marie",,IDP,Unopposed,,,,"6,392",3.06%,"104,602",50.11%,,,,,,,,,,,,,,,,,,
3421,New York,NY,25,H6NY25125,(I),Daniel B.,Maffei,"Maffei, Daniel B.",,,,,Combined Parties: ,,,,"103,954",49.80%,,,,,,,,,,,,,,,,,,
3422,New York,NY,25,H6NY25125,(I),Daniel B.,Maffei,"Maffei, Daniel B.",,DEM,Unopposed,,,,"95,146",45.58%,"103,954",49.80%,,,,,,,,,,,,,,,,,,
3423,New York,NY,25,H6NY25125,(I),Daniel B.,Maffei,"Maffei, Daniel B.",,WF,Unopposed,,,,"8,808",4.22%,"103,954",49.80%,,,,,,,,,,,,,,,,,,
3424,New York,NY,25,n/a,,,Scattered,Scattered,,W ,,,,,178,0.09%,,,,,,,,,,,,,,,,,,,,
3425,New York,NY,25,n/a,,,,,District Votes:,,,,,,"208,734",,,,,,,,,,,,,,,,,,,,,
3426,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,New York,NY,26,H8NY26095,(I),Christopher J.,Lee,"Lee, Christopher J.",,,,,Combined Parties:,,,,"151,449",73.59%,,,,,,,,,,,,,,,,,,
3428,New York,NY,26,H8NY26095,(I),Christopher J.,Lee,"Lee, Christopher J.",,REP,Unopposed,,,,"121,371",58.97%,"151,449",73.59%,,,,,,,,,,,,,,,,,,
3429,New York,NY,26,H8NY26095,(I),Christopher J.,Lee,"Lee, Christopher J.",,CRV,Unopposed,,,,"19,368",9.41%,"151,449",73.59%,,,,,,,,,,,,,,,,,,
3430,New York,NY,26,H8NY26095,(I),Christopher J.,Lee,"Lee, Christopher J.",,IDP,Unopposed,,,,"10,710",5.20%,"151,449",73.59%,,,,,,,,,,,,,,,,,,
3431,New York,NY,26,H0NY26050,,Philip A.,Fedele,"Fedele, Philip A.",,DEM,Unopposed,,,,"54,307",26.39%,,,,,,,,,,,,,,,,,,,,
3432,New York,NY,26,n/a,,,Scattered,Scattered,,W,,,,,49,0.02%,,,,,,,,,,,,,,,,,,,,
3433,New York,NY,26,n/a,,,,,District Votes:,,,,,,"205,805",,,,,,,,,,,,,,,,,,,,,
3434,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,New York,NY,27,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,,,,Combined Parties,,,,"119,085",60.94%,,,,,,,,,,,,,,,,,,
3436,New York,NY,27,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,DEM,Unopposed,,,,"106,644",54.57%,"119,085",60.94%,,,,,,,,,,,,,,,,,,
3437,New York,NY,27,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WF,Unopposed,,,,"12,441",6.37%,"119,085",60.94%,,,,,,,,,,,,,,,,,,
3438,New York,NY,27,H0NY27066,,Leonard A.,Roberto,"Roberto, Leonard A.",,,,,Combined Parties:,,,,"76,320",39.06%,,,,,,,,,,,,,,,,,,
3439,New York,NY,27,H0NY27066,,Leonard A.,Roberto,"Roberto, Leonard A.",,REP,Unopposed,,,,"63,015",32.25%,"76,320",39.06%,,,,,,,,,,,,,,,,,,
3440,New York,NY,27,H0NY27066,,Leonard A.,Roberto,"Roberto, Leonard A.",,CRV/TX,Unopposed,,,,"13,305",6.81%,"76,320",39.06%,,,,,,,,,,,,,,,,,,
3441,New York,NY,27,n/a,,,Scattered,Scattered,,W ,,,,,10,0.01%,,,,,,,,,,,,,,,,,,,,
3442,New York,NY,27,n/a,,,,,District Votes:,,,,,,"195,415",,,,,,,,,,,,,,,,,,,,,
3443,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,,,,Combined Parties:,,,,"102,514",64.90%,,,,,,,,,,,,,,,,,,
3445,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,DEM,Unopposed,,,,"91,103",57.68%,"102,514",64.90%,,,,,,,,,,,,,,,,,,
3446,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,IDP,Unopposed,,,,"5,976",3.78%,"102,514",64.90%,,,,,,,,,,,,,,,,,,
3447,New York,NY,28,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,WF,Unopposed,,,,"5,435",3.44%,"102,514",64.90%,,,,,,,,,,,,,,,,,,
3448,New York,NY,28,H0NY28122,,Jill A. ,Rowland,"Rowland, Jill A. ",,,,,Combined Parties:,,,,"55,392",35.07%,,,,,,,,,,,,,,,,,,
3449,New York,NY,28,H0NY28122,,Jill A. ,Rowland,"Rowland, Jill A. ",,REP,Unopposed,,,,"45,630",28.89%,"55,392",35.07%,,,,,,,,,,,,,,,,,,
3450,New York,NY,28,H0NY28122,,Jill A. ,Rowland,"Rowland, Jill A. ",,CRV,Unopposed,,,,"9,762",6.18%,"55,392",35.07%,,,,,,,,,,,,,,,,,,
3451,New York,NY,28,n/a,,,Scattered,Scattered,,W ,,,,,41,0.03%,,,,,,,,,,,,,,,,,,,,
3452,New York,NY,28,n/a,,,,,District Votes:,,,,,,"157,947",,,,,,,,,,,,,,,,,,,,,
3453,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,New York,NY,29 - FULL TERM,n/a,FULL TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,New York,NY,29 - FULL TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,,,,Combined Parties:,,,,"112,314",56.46%,,,,,,,,,,,,,,,,,,
3456,New York,NY,29 - FULL TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,REP,Unopposed,,,,"93,167",46.83%,"112,314",56.46%,,,,,,,,,,,,,,,,,,
3457,New York,NY,29 - FULL TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,CRV,Unopposed,,,,"13,505",6.79%,"112,314",56.46%,,,,,,,,,,,,,,,,,,
3458,New York,NY,29 - FULL TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,IDP,,,,,"5,642",2.84%,"112,314",56.46%,,,,,,,,,,,,,,,,,,
3459,New York,NY,29 - FULL TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,,,,Combined Parties:,,,,"86,099",43.28%,,,,,,,,,,,,,,,,,,
3460,New York,NY,29 - FULL TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,DEM,Unopposed,,,,"79,558",39.99%,"86,099",43.28%,,,,,,,,,,,,,,,,,,
3461,New York,NY,29 - FULL TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,WF,Unopposed,,,,"6,541",3.29%,"86,099",43.28%,,,,,,,,,,,,,,,,,,
3462,New York,NY,29 - FULL TERM,n/a,,,Scattered,Scattered,,W ,,,,,527,0.26%,,,,,,,,,,,,,,,,,,,,
3463,New York,NY,29 - FULL TERM,n/a,,,,,District Votes:,,,,,,"198,940",,,,,,,,,,,,,,,,,,,,,
3464,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,New York,NY,29 - UNEXPIRED TERM,n/a,UNEXPIRED TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,,,,Combined Parties:,,,,"105,907",56.82%,,,,,,,,,,,,,,,,,,
3467,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,REP,,,,,"87,767",47.09%,,,,,,,,,,,,,,,,,,,,
3468,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,CRV,,,,,"13,028",6.99%,,,,,,,,,,,,,,,,,,,,
3469,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,IDP,,,,,"5,112",2.74%,,,,,,,,,,,,,,,,,,,,
3470,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,,,,Combined Parties:,,,,"80,480",43.18%,,,,,,,,,,,,,,,,,,
3471,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,DEM,,,,,"74,021",39.71%,,,,,,,,,,,,,,,,,,,,
3472,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,WF,,,,,"6,459",3.47%,,,,,,,,,,,,,,,,,,,,
3473,New York,NY,29 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,"186,387",,,,,,,,,,,,,,,,,,,,,
3474,New York,NY,H,n/a,,,,,Total State Votes:,,"318,499",,,,"4,685,750",,,,,,,,,,,,,,,,,,,,,
3475,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,New York,NY,SFULL,n/a,FULL TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,,,,Combined Parties:,,,,"3,047,880",66.30%,,,,,,,,,,,,,,,,,,
3479,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,DEM,Unopposed,,,,"2,686,698",58.45%,"3,047,880",66.30%,,,,,,,,,,,,,,,,,,
3480,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,WF,Unopposed,,,,"183,714",4.00%,"3,047,880",66.30%,,,,,,,,,,,,,,,,,,
3481,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,IDP,Unopposed,,,,"177,468",3.86%,"3,047,880",66.30%,,,,,,,,,,,,,,,,,,
3482,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,,,,Combined Parties:,,,,"1,480,423",32.21%,,,,,,,,,,,,,,,,,,
3483,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,REP,"234,440",55.41%,,,"1,239,605",26.97%,"1,480,423",32.21%,,,,,,,,,,,,,,,,,,
3484,New York,NY,SFULL,S0NY00576,,Gary,Berntsen,"Berntsen, Gary",,REP,"188,628",44.59%,,,,,,,,,,,,,,,,,,,,,,,,
3485,New York,NY,SFULL,n/a,,,,,Party Votes:,REP,"423,068",,,,,,,,,,,,,,,,,,,,,,,,,
3486,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,CRV,Unopposed,,,,"240,818",5.24%,"1,480,423",32.21%,,,,,,,,,,,,,,,,,,
3487,New York,NY,SFULL,S0NY00626,,Colia,Clark,"Clark, Colia",,GRE,,,,,"42,341",0.92%,,,,,,,,,,,,,,,,,,,,
3488,New York,NY,SFULL,S0NY00444,,Randy A. ,Credico,"Credico, Randy A. ",,APP/LIB,,,,,"24,871",0.54%,,,,,,,,,,,,,,,,,,,,
3489,New York,NY,SFULL,n/a,,,Scattered,Scattered,,W ,,,,,"1,281",0.03%,,,,,,,,,,,,,,,,,,,,
3490,New York,NY,SFULL,n/a,,,,,Total Full Term Votes:,,"423,068",,,,"4,596,796",,,,,,,,,,,,,,,,,,,,,
3491,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,New York,NY,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,New York,NY,SUN,n/a,UNEXPIRED TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,New York,NY,SUN,S0NY00410,,Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,,,,Combined Parties:,,,,"2,837,684",62.94%,,,,,,,,,,,,,,,,,,
3495,New York,NY,SUN,S0NY00410,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,DEM,"464,512",76.15%,,,"2,479,393",54.99%,"2,837,684",62.94%,,,,,,,,,,,,,,,,,,
3496,New York,NY,SUN,S0NY00592,,Gail,Goode,"Goode, Gail",,DEM,"145,491",23.85%,,,,,,,,,,,,,,,,,,,,,,,,
