FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
S2TN00132,TN,S,Michael Brent,Todd,"Todd, Michael Brent",,R,"4,002",0.73%,,,,,,,,
S2TN00140,TN,S,June,Griffin,"Griffin, June",,R,"4,930",0.90%,,,,,,,,
S2TN00074,TN,S,James E.,DuBose,"DuBose, James E.",,R,"3,572",0.65%,,,,,,,,
S2TN00090,TN,S,Christopher G.,Fenner,"Fenner, Christopher G.",,R,"1,552",0.28%,,,,,,,,
,TN,S,,Scattered,Scattered ,,W(R),107,0.02%,,,,,,,,
,TN,S,,,   ,Total Party Votes:,R,"548,482",,,,,,,,,
S2TN00066,TN,S,Bob,Clement,"Clement, Bob",,D,"418,172",82.18%,,,"728,295",44.34%,,,,
S2TN00082,TN,S,Gary G.,Davis,"Davis, Gary G.",,D,"50,563",9.94%,,,,,,,,
S2TN00116,TN,S,Cher A.,Hopkey,"Hopkey, Cher A.",,D,"14,481",2.85%,,,,,,,,
S2TN00108,TN,S,Michael L.,Hampstead,"Hampstead, Michael L.",,D,"12,940",2.54%,,,,,,,,
S2TN00124,TN,S,Alvin M.,Strauss,"Strauss, Alvin M.",,D,"12,241",2.41%,,,,,,,,
,TN,S,,Scattered,Scattered ,,W(D),478,0.09%,,,,,,,,
,TN,S,,,   ,Total Party Votes:,D,"508,875",,,,,,,,,
S6TN00067,TN,S,John Jay,Hooker,"Hooker, John Jay",,I,,,,,"6,407",0.39%,,,,
S2TN00157,TN,S,Wesley M.,Baker,"Baker, Wesley M.",,I,,,,,"6,105",0.37%,,,,
S2TN00173,TN,S,Connie,Gammon,"Gammon, Connie",,I,,,,,"5,346",0.33%,,,,
S2TN00165,TN,S,Karl Stanley,Davidson,"Davidson, Karl Stanley",,I,,,,,"2,216",0.13%,,,,
S2TN00199,TN,S,Basil J.,Marceaux,"Marceaux, Basil J.",,I,,,,,"1,173",0.07%,,,,
S2TN00181,TN,S,H. Gary,Keplinger,"Keplinger, H. Gary",,I,,,,,"1,103",0.07%,,,,
,TN,S,,Scattered,Scattered ,,W,,,,,356,0.02%,,,,
,TN,S,,,   ,Total State Votes:,,"1,057,357",,,,"1,642,421",,,,,
H6TN01180,TN,01,"William L. "Bill"""illia",Jenkins,"Jenkins, William L. "Bill"""enkin",,R,"65,421",88.16%,,,"127,300",98.77%,,,(I),
H2TN01064,TN,01,Larry P.,Edgell,"Edgell, Larry P.",,R,"8,740",11.78%,,,,,,,,
,TN,01,,Scattered,Scattered ,,W(R),50,0.07%,,,,,,,,
,TN,01,,,   ,Total Party Votes:,R,"74,211",,,,,,,,,
,TN,01,,Scattered,Scattered ,,W,,,,,"1,586",1.23%,,,,
,TN,01,,Scattered,Scattered ,,W(D),494,100.00%,,,,,,,,
,TN,01,,,   ,Total Party Votes:,D,494,,,,,,,,,
,TN,01,,,   ,Total District Votes:,,"74,705",,,,"128,886",,,,,
H8TN02069,TN,02,John J.,"Duncan, Jr.","Duncan, John J., Jr.",,R,"67,582",91.72%,,,"146,887",78.98%,,,(I),
H2TN02054,TN,02,Jim,Pendergrass,"Pendergrass, Jim",,R,"6,095",8.27%,,,,,,,,
,TN,02,,Scattered,Scattered ,,W(R),3,0.00%,,,,,,,,
,TN,02,,,   ,Total Party Votes:,R,"73,680",,,,,,,,,
H2TN02047,TN,02,John,Greene,"Greene, John",,D,"23,885",99.99%,,,"37,035",19.91%,,,,
,TN,02,,Scattered,Scattered ,,W(D),3,0.01%,,,,,,,,
,TN,02,,,   ,Total Party Votes:,D,"23,888",,,,,,,,,
H2TN02062,TN,02,Joshua,Williamson,"Williamson, Joshua",,I,,,,,"1,110",0.60%,,,,
H6TN02121,TN,02,George,Njezic,"Njezic, George",,I,,,,,940,0.51%,,,,
,TN,02,,Scattered,Scattered ,,W,,,,,9,0.00%,,,,
,TN,02,,,   ,Total District Votes:,,"97,568",,,,"185,981",,,,,
H2TN03052,TN,03,Zach,Wamp,"Wamp, Zach",,R,"59,410",99.34%,,,"112,254",64.54%,,,(I),
,TN,03,,Scattered,Scattered ,,W(R),392,0.66%,,,,,,,,
,TN,03,,,   ,Total Party Votes:,R,"59,802",,,,,,,,,
H8TN03141,TN,03,John,Wolfe,"Wolfe, John",,D,"22,731",66.08%,,,"58,824",33.82%,,,,
H2TN03094,TN,03,John Norman E.,"Knott, Jr.","Knott, John Norman E., Jr.",,D,"11,517",33.48%,,,,,,,,
,TN,03,,Scattered,Scattered ,,W(D),150,0.44%,,,,,,,,
,TN,03,,,   ,Total Party Votes:,D,"34,398",,,,,,,,,
H2TN03102,TN,03,William C.,Bolen,"Bolen, William C.",,I,,,,,"1,743",1.00%,,,,
H2TN03110,TN,03,Timothy A.,Sevier,"Sevier, Timothy A.",,I,,,,,947,0.54%,,,,
,TN,03,,Scattered,Scattered ,,W,,,,,153,0.09%,,,,
,TN,03,,,   ,Total District Votes:,,"94,200",,,,"173,921",,,,,
H4TN06051,TN,04,Lincoln,Davis,"Davis, Lincoln",,D,"48,843",57.00%,,,"95,989",52.08%,,,,
H2TN04175,TN,04,Fran F.,Marcum,"Marcum, Fran F.",,D,"36,779",42.92%,,,,,,,,
,TN,04,,Scattered,Scattered ,,W(D),64,0.07%,,,,,,,,
,TN,04,,,   ,Total Party Votes:,D,"85,686",,,,,,,,,
H2TN04159,TN,04,Janice,Bowling,"Bowling, Janice",,R,"20,709",37.10%,,,"85,680",46.49%,,,,
H2TN04167,TN,04,Mike,Greene,"Greene, Mike",,R,"13,563",24.30%,,,,,,,,
H2TN04191,TN,04,Andy,Ogles,"Ogles, Andy",,R,"8,201",14.69%,,,,,,,,
H2TN04134,TN,04,John,Bumpus,"Bumpus, John",,R,"7,245",12.98%,,,,,,,,
H2TN04183,TN,04,Mike,Coffield,"Coffield, Mike",,R,"4,991",8.94%,,,,,,,,
H2TN04217,TN,04,Harvey,Howard,"Howard, Harvey",,R,"1,063",1.90%,,,,,,,,
,TN,04,,Scattered,Scattered ,,W(R),41,0.07%,,,,,,,,
,TN,04,,,   ,Total Party Votes:,R,"55,813",,,,,,,,,
H2TN04225,TN,04,William Tharon,Chandler,"Chandler, William Tharon",,I,,,,,"1,073",0.58%,,,,
H2TN04233,TN,04,John,Ray,"Ray, John",,I,,,,,605,0.33%,,,,
H6TN04135,TN,04,Bert,Mason,"Mason, Bert",,I,,,,,504,0.27%,,,,
H2TN04241,TN,04,Ed,Wellmann,"Wellmann, Ed",,I,,,,,399,0.22%,,,,
,TN,04,,Scattered,Scattered ,,W,,,,,50,0.03%,,,,
,TN,04,,,   ,Total District Votes:,,"141,499",,,,"184,300",,,,,
H2TN05131,TN,05,Jim,Cooper,"Cooper, Jim",,D,"32,651",46.72%,,,"108,903",63.73%,,,,
H2TN05099,TN,05,John,Arriola,"Arriola, John",,D,"16,878",24.15%,,,,,,,,
H2TN05149,TN,05,Gayle,Ray,"Ray, Gayle",,D,"16,087",23.02%,,,,,,,,
H2TN05057,TN,05,David C.,Mills,"Mills, David C.",,D,"1,657",2.37%,,,,,,,,
H2TN05081,TN,05,Carlton,Cornett,"Cornett, Carlton",,D,"1,096",1.57%,,,,,,,,
H2TN05107,TN,05,Ronnie,Steine,"Steine, Ronnie",,D,901,1.29%,,,,,,,,
H2TN05164,TN,05,Adam,Cox,"Cox, Adam",,D,593,0.85%,,,,,,,,
,TN,05,,Scattered,Scattered ,,W(D),21,0.03%,,,,,,,,
,TN,05,,,   ,Total Party Votes:,D,"69,884",,,,,,,,,
H2TN05198,TN,05,Robert,Duvall,"Duvall, Robert",,R,"11,572",45.25%,,,"56,825",33.25%,,,,
H2TN05115,TN,05,Thomas W.,Lawless,"Lawless, Thomas W.",,R,"5,759",22.52%,,,,,,,,
H2TN05206,TN,05,Kevin,Wilkinson,"Wilkinson, Kevin",,R,"5,608",21.93%,,,,,,,,
H2TN05180,TN,05,Remo,Circo,"Circo, Remo",,R,"2,009",7.86%,,,,,,,,
H2TN05073,TN,05,Ben J.,Tomeo,"Tomeo, Ben J.",,R,600,2.35%,,,,,,,,
,TN,05,,Scattered,Scattered ,,W(R),23,0.09%,,,,,,,,
,TN,05,,,   ,Total Party Votes:,R,"25,571",,,,,,,,,
H2TN05222,TN,05,John Jay,Hooker,"Hooker, John Jay",,I,,,,,"3,063",1.79%,,,,
H2TN05214,TN,05,Jonathan D.,Farley,"Farley, Jonathan D.",,I, ,,,,"1,205",0.71%,,,,
H2TN05230,TN,05,Jesse,Turner,"Turner, Jesse",,I,,,,,877,0.51%,,,,
,TN,05,,Scattered,Scattered ,,W,,,,,13,0.01%,,,,
,TN,05,,,   ,Total District Votes:,,"95,455",,,,"170,886",,,,,
H4TN04015,TN,06,Bart,Gordon,"Gordon, Bart",,D,"69,121",91.58%,,,"117,034",65.92%,,,(I),
H2TN04217,TN,06,Harvey,Howard,"Howard, Harvey",,D,"6,255",8.29%,,,,,,,,
,TN,06,,Scattered,Scattered ,,W(D),99,0.13%,,,,,,,,
,TN,06,,,   ,Total Party Votes:,D,"75,475",,,,,,,,,
H2TN06113,TN,06,Robert L.,Garrison,"Garrison, Robert L.",,R,"34,329",99.57%,,,"57,401",32.33%,,,,
,TN,06,,Scattered,Scattered ,,W(R),147,0.43%,,,,,,,,
,TN,06,,,   ,Total Party Votes:,R,"34,476",,,,,,,,,
H2TN04084,TN,06,J. Patrick,Lyons,"Lyons, J. Patrick",,I,,,,,"3,065",1.73%,,,,
,TN,06,,Scattered,Scattered ,,W,,,,,47,0.03%,,,,
,TN,06,,,   ,Total District Votes:,,"109,951",,,,"177,547",,,,,
H2TN07137,TN,07,Marsha,Blackburn,"Blackburn, Marsha",,R,"36,633",40.32%,,,"138,314",70.73%,,,,
H2TN07103,TN,07,David,Kustoff,"Kustoff, David",,R,"18,392",20.24%,,,,,,,,
H2TN07087,TN,07,Brent,Taylor,"Taylor, Brent",,R,"14,139",15.56%,,,,,,,,
H2TN07095,TN,07,Mark,Norris,"Norris, Mark",,R,"13,104",14.42%,,,,,,,,
H2TN07111,TN,07,Forrest,Shoaf,"Shoaf, Forrest",,R,"7,319",8.05%,,,,,,,,
H6TN08094,TN,07,Sonny,Carlota,"Carlota, Sonny",,R,642,0.71%,,,,,,,,
H2TN07145,TN,07,Randy,Starkey,"Starkey, Randy",,R,628,0.69%,,,,,,,,
,TN,07,,Scattered,Scattered ,,W(R),9,0.01%,,,,,,,,
,TN,07,,,   ,Total Party Votes:,R,"90,866",,,,,,,,,
H2TN07137,TN,07,Tim,Barron,"Barron, Tim",,D,"22,789",71.05%,,,"51,790",26.48%,,,,
H2TN07129,TN,07,Omer R.,Hayden,"Hayden, Omer R.",,D,"9,262",28.88%,,,,,,,,
,TN,07,,Scattered,Scattered ,,W(D),25,0.08%,,,,,,,,
,TN,07,,,   ,Total Party Votes:,D,"32,076",,,,,,,,,
H2TN07152,TN,07,Rick,Patterson,"Patterson, Rick",,I,,,,,"5,423",2.77%,,,,
,TN,07,,Scattered,Scattered ,,W,,,,,31,0.02%,,,,
,TN,07,,,   ,Total District Votes:,,"122,942",,,,"195,558",,,,,
H8TN08033,TN,08,John,Tanner,"Tanner, John",,D,"66,015",86.75%,,,"117,811",70.14%,,,(I),
H2TN08085,TN,08,Richard,Ward,"Ward, Richard",,D,"10,069",13.23%,,,,,,,,
,TN,08,,Scattered,Scattered ,,W(D),12,0.02%,,,,,,,,
,TN,08,,,   ,Total Party Votes:,D,"76,096",,,,,,,,,
H2TN08093,TN,08,Mat,McClain,"McClain, Mat",,R,"18,878",56.46%,,,"45,853",27.30%,,,,
H2TN08101,TN,08,William A.,Warren,"Warren, William A.",,R,"14,531",43.46%,,,,,,,,
,TN,08,,Scattered,Scattered ,,W(R),26,0.08%,,,,,,,,
,TN,08,,,   ,Total Party Votes:,R,"33,435",,,,,,,,,
H2TN08077,TN,08,James L.,Hart,"Hart, James L.",,I,,,,,"4,288",2.55%,,,,
,TN,08,,Scattered,Scattered ,,W,,,,,18,0.01%,,,,
,TN,08,,,   ,Total District Votes:,,"109,531",,,,"167,970",,,,,
H6TN09043,TN,09,Harold E.,"Ford, Jr.","Ford, Harold E., Jr.",,D,"79,146",99.94%,,,"120,904",83.81%,,,(I),
,TN,09,,Scattered,Scattered ,,W(D),46,0.06%,,,,,,,,
,TN,09,,,   ,Total Party Votes:,D,"79,192",,,,,,,,,
H2TN09133,TN,09,Tony,Rush,"Rush, Tony",,I,,,,,"23,208",16.09%,,,,
,TN,09,,Scattered,Scattered ,,W,,,,,148,0.10%,,,,
,TN,09,,Scattered,Scattered ,,W(R),5,100.00%,,,,,,,,
,TN,09,,,   ,Total Party Votes:,R,5,,,,,,,,,
,TN,09,,,   ,Total District Votes:,,"79,197",,,,"144,260",,,,,
,TN, ,,,   ,Total State Votes:,,"925,048",,,,"1,529,309",,,,,
,TX,,,,   ,,,,,,,,,,,,
S2TX00106,TX,S,John,Cornyn,"Cornyn, John",,R,"478,825",77.32%,,,"2,496,243",55.30%,,,,
S2TX00148,TX,S,Bruce Rusty,Lang,"Lang, Bruce Rusty",,R,"46,907",7.57%,,,,,,,,
S2TX00163,TX,S,Douglas G.,Deffenbaugh,"Deffenbaugh, Douglas G.",,R,"43,611",7.04%,,,,,,,,
S2TX00171,TX,S,Dudley F.,Mooney,"Mooney, Dudley F.",,R,"32,202",5.20%,,,,,,,,
S2TX00155,TX,S,Lawrence,Cranberg,"Cranberg, Lawrence",,R,"17,757",2.87%,,,,,,,,
,TX,S,,,   ,Total Party Votes:,R,"619,302",,,,,,,,,
S2TX00130,TX,S,Ron,Kirk,"Kirk, Ron",,D,"316,052",33.11%,"370,878",59.79%,"1,955,758",43.33%,,,,
S6TX00149,TX,S,Victor,Morales,"Morales, Victor",,D,"317,048",33.21%,"249,423",40.21%,,,,,,
S2TX00122,TX,S,Ken,Bentsen,"Bentsen, Ken",,D,"255,501",26.76%,,,,,,,,
S4TX00227,TX,S,Gene,Kelly,"Kelly, Gene",,D,"44,038",4.61%,,,,,,,,
S0TX00118,TX,S,Ed,Cunningham,"Cunningham, Ed",,D,"22,016",2.31%,,,,,,,,
,TX,S,,,   ,Total Party Votes:,D,"954,655",,"620,301",,,,,,,
S2TX00254,TX,S,Scott Lanier,Jameson,"Jameson, Scott Lanier",,LBT,*,,,,"35,538",0.79%,,,,
S2TX00247,TX,S,Kenneth Neil,Grubagh,"Grubagh, Kenneth Neil",,LBT,*,,,,,,,,,
S0TX00043,TX,S,Michael,Idrogo,"Idrogo, Michael",,LBT,*,,,,,,,,,
S2TX00221,TX,S,Roy H.,Williams,"Williams, Roy H.",,GRN,*,,,,"25,051",0.55%,,,,
S2TX00239,TX,S,"James W. "Jim"""ames",Wright,"Wright, James W. "Jim"""righ",,W,,,,,"1,422",0.03%,,,,
,TX,S,,,   ,Total State Votes:,,"1,573,957",,"620,301",,"4,514,012",,,,,
H6TX01162,TX,01,Max,Sandlin,"Sandlin, Max",,D,"51,009",100.00%,,,"86,384",56.45%,,,(I),
,TX,01,,,   ,Total Party Votes:,D,"51,009",,,,,,,,,
H0TX01058,TX,01,John,Lawrence,"Lawrence, John",,R,"13,875",100.00%,,,"66,654",43.55%,,,,
,TX,01,,,   ,Total Party Votes:,R,"13,875",,,,,,,,,
,TX,01,,,   ,Total District Votes:,,"64,884",,,,"153,038",,,,,
H6TX02095,TX,02,Jim,Turner,"Turner, Jim",,D,"50,387",100.00%,,,"85,492",60.85%,,,(I),
,TX,02,,,   ,Total Party Votes:,D,"50,387",,,,,,,,,
H2TX02078,TX,02,Van,Brookshire,"Brookshire, Van",,R,"10,962",100.00%,,,"53,656",38.19%,,,,
,TX,02,,,   ,Total Party Votes:,R,"10,962",,,,,,,,,
H2TX02086,TX,02,Peter,Beach,"Beach, Peter",,LBT,*,,,,"1,353",0.96%,,,,
,TX,02,,,   ,Total District Votes:,,"61,349",,,,"140,501",,,,,
H2TX03118,TX,03,Sam,Johnson,"Johnson, Sam",,R,"17,153",84.34%,,,"113,974",73.95%,,,(I),
H2TX00072,TX,03,"Thomas "Tom"""homa",Caiazzo,"Caiazzo, Thomas "Tom"""aiaz",,R,"3,184",15.66%,,,,,,,,
,TX,03,,,   ,Total Party Votes:,R,"20,337",,,,,,,,,
H2TX03241,TX,03,Manny,Molera,"Molera, Manny",,D,"5,363",100.00%,,,"37,503",24.33%,,,,
,TX,03,,,   ,Total Party Votes:,D,"5,363",,,,,,,,,
H6TX03101,TX,03,John,Davis,"Davis, John",,LBT,*,,,,"2,656",1.72%,,,,
,TX,03,,,   ,Total District Votes:,,"25,700",,,,"154,133",,,,,
H0TX04037,TX,04,Ralph M.,Hall,"Hall, Ralph M.",,D,"17,404",100.00%,,,"97,304",57.82%,,,(I),
,TX,04,,,   ,Total Party Votes:,D,"17,404",,,,,,,,,
H2TX04058,TX,04,John,Graves,"Graves, John",,R,"21,781",69.35%,,,"67,939",40.37%,,,,
H2TX31010,TX,04,Edward G.,Conger,"Conger, Edward G.",,R,"9,627",30.65%,,,,,,,,
,TX,04,,,   ,Total Party Votes:,R,"31,408",,,,,,,,,
H8TX30027,TX,04,Barbara,Robinson,"Robinson, Barbara",,LBT,*,,,,"3,042",1.81%,,,,
,TX,04,,,   ,Total District Votes:,,"48,812",,,,"168,285",,,,,
H2TX05121,TX,05,Jeb,Hensarling,"Hensarling, Jeb",,R,"10,475",53.56%,,,"81,439",58.21%,,,,
H2TX05147,TX,05,Dan,Hagood,"Hagood, Dan",,R,"3,628",18.55%,,,,,,,,
H2TX05139,TX,05,Mike,Armour,"Armour, Mike",,R,"3,247",16.60%,,,,,,,,
H0TX25032,TX,05,Phil,Sudan,"Sudan, Phil",,R,"1,632",8.35%,,,,,,,,
H2TX05162,TX,05,Fred A.,Wood,"Wood, Fred A.",,R,574,2.94%,,,,,,,,
,TX,05,,,   ,Total Party Votes:,R,"19,556",,,,,,,,,
H2TX05154,TX,05,Ron,Chapman,"Chapman, Ron",,D,"18,298",70.83%,,,"56,330",40.26%,,,,
H0TX05067,TX,05,Bill,Bernstein,"Bernstein, Bill",,D,"5,902",22.84%,,,,,,,,
H2TX05170,TX,05,Wayne,Raasch,"Raasch, Wayne",,D,"1,635",6.33%,,,,,,,,
,TX,05,,,   ,Total Party Votes:,D,"25,835",,,,,,,,,
H2TX05196,TX,05,Dan ,Michalski,"Michalski, Dan ",,LBT,*,,,,"1,283",0.92%,,,,
H2TX05188,TX,05,Thomas J.,Kemper,"Kemper, Thomas J.",,GRN,*,,,,856,0.61%,,,,
,TX,05,,,   ,Total District Votes:,,"45,391",,,,"139,908",,,,,
H4TX06117,TX,06,Joe,Barton,"Barton, Joe",,R,"23,758",100.00%,,,"115,396",70.35%,,,(I),
,TX,06,,,   ,Total Party Votes:,R,"23,758",,,,,,,,,
H2TX06095,TX,06,Felix ,Alvarado,"Alvarado, Felix ",,D,"13,604",100.00%,,,"45,404",27.68%,,,,
,TX,06,,,   ,Total Party Votes:,D,"13,604",,,,,,,,,
H0TX06040,TX,06,Frank,Brady,"Brady, Frank",,LBT,*,,,,"1,992",1.21%,,,,
H2TX06103,TX,06,B.J.,Armstrong,"Armstrong, B.J.",,GRN,*,,,,"1,245",0.76%,,,,
,TX,06,,,   ,Total District Votes:,,"37,362",,,,"164,037",,,,,
H0TX07055,TX,07,John,Culberson,"Culberson, John",,R,"17,843",100.00%,,,"96,795",89.19%,,,(I),
,TX,07,,,   ,Total Party Votes:,R,"17,843",,,,,,,,,
H8TX07066,TX,07,Drew,Parks,"Parks, Drew",,LBT,*,,,,"11,674",10.76%,,,,
H8TX07041,TX,07,John R.,Skone-Palmer,"Skone-Palmer, John R.",,W,,,,,58,0.05%,,,,
,TX,07,,,   ,Total District Votes:,,"17,843",,,,"108,527",,,,,
H6TX08100,TX,08,Kevin,Brady,"Brady, Kevin",,R,"31,116",,,,"140,575",93.14%,,,(I),
,TX ,08,,,   ,Total Party Votes:,R,"31,116",,,,,,,,,
H0TX08053,TX,08,Gil,Guillory,"Guillory, Gil",,LBT,*,,,,"10,351",6.86%,,,,
,TX,08,,,   ,Total District Votes:,,"31,116",,,,"150,926",,,,,
H6TX09033,TX,09,Nick,Lampson,"Lampson, Nick",,D,"32,700",100.00%,,,"86,710",58.60%,,,(I),
,TX,09,,,   ,Total Party Votes:,D,"32,700",,,,,,,,,
H0TX09093,TX,09,Paul,Williams,"Williams, Paul",,R,"10,782",100.00%,,,"59,635",40.31%,,,,
,TX,09,,,   ,Total Party Votes:,R,"10,782",,,,,,,,,
H2TX09115,TX,09,Dean L.,Tucker,"Tucker, Dean L.",,LBT,*,,,,"1,613",1.09%,,,,
H2TX09099,TX,09,Michael Dana,Rubin,"Rubin, Michael Dana",,LBT,*,,,,,,,,,
H2TX09107,TX,09,John,Schan,"Schan, John",,LBT,*,,,,,,,,,
,TX,09,,,   ,Total District Votes:,,"43,482",,,,"147,958",,,,,
H4TX10028,TX,10,Lloyd,Doggett,"Doggett, Lloyd",,D,"33,083",90.30%,,,"114,428",84.37%,,,(I),
H2TX10063,TX,10,Jennifer,Gale,"Gale, Jennifer",,D,"3,554",9.70%,,,,,,,,
,TX,10,,,   ,Total Party Votes:,D,"36,637",,,,,,,,,
H2TX10089,TX,10,Michele S.,Messina,"Messina, Michele S.",,LBT,*,,,,"21,196",15.63%,,,,
H2TX10071,TX,10,Aron,Matushenko,"Matushenko, Aron",,LBT,*,,,,,,,,,
,TX,10,,,   ,Total District Votes:,,"36,637",,,,"135,624",,,,,
H8TX06035,TX,11,Chet,Edwards,"Edwards, Chet",,D,"17,191",100.00%,,,"74,678",51.55%,,,(I),
,TX,11,,,   ,Total Party Votes:,D,"17,191",,,,,,,,,
H0TX11065,TX,11,Ramsey ,Farley,"Farley, Ramsey ",,R,"17,985",66.05%,,,"68,236",47.11%,,,,
H0TX11081,TX,11,Rob,Curnock,"Curnock, Rob",,R,"5,792",21.27%,,,,,,,,
H2TX11046,TX,11,"James "Dub"""ames",Maines,"Maines, James "Dub"""aine",,R,"3,452",12.68%,,,,,,,,
,TX,11,,,   ,Total Party Votes:,R,"27,229",,,,,,,,,
H2TX11053,TX,11,Andrew Paul,Farris,"Farris, Andrew Paul",,LBT,*,,,,"1,943",1.34%,,,,
,TX,11,,,   ,Total District Votes:,,"44,420",,,,"144,857",,,,,
H6TX12060,TX,12,Kay,Granger,"Granger, Kay",,R,"20,769",87.13%,,,"121,208",91.87%,,,(I),
H2TX12051,TX,12,Philip,Hillery,"Hillery, Philip",,R,"3,067",12.87%,,,,,,,,
,TX,12,,,   ,Total Party Votes:,R,"23,836",,,,,,,,,
H2TX12069,TX,12,Edward A.,Hanson,"Hanson, Edward A.",,LBT,*,,,,"10,723",8.13%,,,,
,TX,12,,,   ,Total District Votes:,,"23,836",,,,"131,931",,,,,
H4TX13014,TX,13,Mac,Thornberry,"Thornberry, Mac",,R,"35,367",100.00%,,,"119,401",79.27%,,,(I),
,TX,13,,,   ,Total Party Votes:,R,"35,367",,,,,,,,,
H2TX13059,TX,13,Zane,Reese,"Reese, Zane",,D,"15,564",100.00%,,,"31,218",20.73%,,,,
,TX,13,,,   ,Total Party Votes:,D,"15,564",,,,,,,,,
,TX,13,,,   ,Total District Votes:,,"50,931",,,,"150,619",,,,,
H6TX22101,TX,14,Ron,Paul,"Paul, Ron",,R,"22,715",100.00%,,,"102,905",68.09%,,,(I),
,TX,14,,,   ,Total Party Votes:,R,"22,715",,,,,,,,,
H2TX14057,TX,14,Corby,Windham,"Windham, Corby",,D,"21,335",56.83%,,,"48,224",31.91%,,,,
H2TX14065,TX,14,Sergio,Martinez,"Martinez, Sergio",,D,"16,207",43.17%,,,,,,,,
,TX,14,,,   ,Total Party Votes:,D,"37,542",,,,,,,,,
H2TX14073,TX,14,John H.,Hamilton,"Hamilton, John H.",,LBT,*,,,,,,,,,18
,TX,14,,,   ,Total District Votes:,,"60,257",,,,"151,129",,,,,
H6TX15055,TX,15,Ruben,Hinojosa,"Hinojosa, Ruben",,D,"46,688",86.74%,,,"66,311",100.00%,,,(I),
H0TX15033,TX,15,Mel,Hawkins,"Hawkins, Mel",,D,"7,138",13.26%,,,,,,,,
,TX,15,,,   ,Total Party Votes:,D,"53,826",,,,,,,,,
,TX,15,,,   ,Total District Votes:,,"53,826",,,,"66,311",,,,,
H6TX00115,TX,16,Silvestre,Reyes,"Reyes, Silvestre",,D,"33,904",100.00%,,,"72,383",100.00%,,,(I),
,TX,16,,,   ,Total Party Votes:,D,"33,904",,,,,,,,,
,TX,16,,,   ,Total District Votes:,,"33,904",,,,"72,383",,,,,
H8TX17081,TX,17,Charlie,Stenholm,"Stenholm, Charlie",,D,"30,426",100.00%,,,"84,136",51.36%,,,(I),
,TX,17,,,   ,Total Party Votes:,D,"30,426",,,,,,,,,
H2TX17043,TX,17,Rob,Beckham,"Beckham, Rob",,R,"21,662",100.00%,,,"77,622",47.39%,,,,
,TX,17,,,   ,Total Party Votes:,R,"21,662",,,,,,,,,
H2TX17050,TX,17,Fred,Jones,"Jones, Fred",,LBT,*,,,,"2,046",1.25%,,,,
,TX,17,,,   ,Total District Votes:,,"52,088",,,,"163,804",,,,,
H4TX18054,TX,18,Sheila Jackson,Lee,"Lee, Sheila Jackson",,D,"31,563",94.40%,,,"99,161",76.91%,,,(I),
H2TX18074,TX,18,Lenwood,Johnson,"Johnson, Lenwood",,D,"1,871",5.60%,,,,,,,,
,TX,18,,,   ,Total Party Votes:,D,"33,434",,,,,,,,,
H2TX18082,TX,18,Phillip J.,Abbott,"Abbott, Phillip J.",,R,"4,252",100.00%,,,"27,980",21.70%,,,,
,TX,18,,,   ,Total Party Votes:,R,"4,252",,,,,,,,,
H2TX18116,TX,18,Brent,Sullivan,"Sullivan, Brent",,LBT,*,,,,"1,785",1.38%,,,,
,TX,18,,,   ,Total District Votes:,,"37,686",,,,"128,926",,,,,
H4TX19011,TX,19,Larry,Combest,"Combest, Larry",,R,"30,440",,,,"117,092",91.64%,,,(I),
,TX,19,,,   ,Total Party Votes:,R,"30,440",,,,,,,,,
H2TX19049,TX,19,Larry,Johnson,"Johnson, Larry",,LBT,*,,,,"10,684",8.36%,,,,
,TX,19,,,   ,Total District Votes:,,"30,440",,,,"127,776",,,,,
H8TX20077,TX,20,Charles A.,Gonzalez,"Gonzalez, Charles A.",,D,"25,645",100.00%,,,"68,685",100.00%,,,(I),
,TX,20,,,,Total Party Votes:,D,"25,645",,,,,,,,,
,TX,20,,,   ,Total District Votes:, ,"25,645",,,,"68,685",,,,,
H6TX21012,TX,21,Lamar,Smith,"Smith, Lamar",,R,"49,752",100.00%,,,"161,836",72.87%,,,(I),
,TX,21,,,   ,Total Party Votes:,R,"49,752",,,,,,,,,
H2TX21052,TX,21,John,Courage,"Courage, John",,D,"14,654",100.00%,,,"56,206",25.31%,,,,
,TX,21,,,   ,Total Party Votes:,D,"14,654",,,,,,,,,
H2TX21060,TX,21,D.G.,Roberts,"Roberts, D.G.",,LBT,*,,,,"4,051",1.82%,,,,
,TX,21,,,   ,Total District Votes:,,"64,406",,,,"222,093",,,,,
H4TX22023,TX,22,Tom,DeLay,"DeLay, Tom",,R,"22,379",79.86%,,,"100,499",63.17%,,,(I),
H0TX22062,TX,22,Mike,Fjetland,"Fjetland, Mike",,R,"5,645",20.14%,,,,,,,,
,TX,22,,,   ,Total Party Votes:,R,"28,024",,,,,,,,,
H2TX22050,TX,22,Tim,Riley,"Riley, Tim",,D,"4,606",51.63%,,,"55,716",35.02%,,,,
